id,injector_code,test_name,motor_speed,setted_pressure,adjusting_time,measurement_time,injection_rate,total_pulse_time,nominal_flow,flow_range,volt_ampere_profile,total_pulse_time2,shift
10787,0986435410,2,1000,1600,40,60,,0,0.1,100,,,
10788,0986435410,7,1000,1200,20,40,60,410,20.7,20.77,,,
10789,0986435410,13,1000,250,40,60,60,300,0.9,66.67,,,
10790,0986435410,30,1000,1600,20,60,60,700,5,100,,,
10791,0986435411,1,1000,300,20,40,60,2500,65,53.85,,,
10792,0986435411,2,1000,1600,40,60,,0,0.1,100,,,
10793,0986435411,7,1000,800,20,40,60,480,18.1,19.89,,,
10794,0986435411,11,1000,800,40,60,60,185,1.5,80,,,
10795,0986435411,13,1000,300,20,40,60,550,4.4,50,,,
10796,0986435411,30,1000,1600,20,60,60,700,5,100,,,
10797,0986435412,1,1000,300,20,40,60,2500,65,53.85,,,
10798,0986435412,2,1000,1600,40,60,,0,0.1,100,,,
10799,0986435412,7,1000,800,20,40,60,505,18.2,19.78,,,
10800,0986435412,11,1000,1200,40,60,60,180,1.5,86.67,,,
10801,0986435412,13,1000,250,20,40,60,630,3.7,59.46,,,
10802,0986435412,30,1000,1600,20,60,60,700,5,100,,,
10803,0986435413,1,1000,300,20,40,60,2500,65,53.85,,,
10804,0986435413,2,1000,1600,40,60,,0,0.1,100,,,
10805,0986435413,7,1000,800,20,40,60,490,18.1,19.89,,,
10806,0986435413,11,1000,1200,40,90,60,175,2,65,,,
10807,0986435413,13,1000,250,20,40,60,620,3.9,56.41,,,
10808,0986435413,30,1000,1600,20,60,60,700,5,100,,,
10809,0986435414,1,1000,300,20,40,60,2500,65,53.85,,,
10810,0986435414,2,1000,1600,40,60,,0,0.1,100,,,
10811,0986435414,7,1000,800,20,40,60,525,18.2,19.78,,,
10812,0986435414,11,1000,1200,40,60,60,180,1.5,86.67,,,
10813,0986435414,13,1000,300,20,40,60,555,4.2,52.38,,,
10814,0986435414,30,1000,1600,20,60,60,700,5,100,,,
10815,0986435415,1,1000,300,20,40,60,2500,65,53.85,,,
10816,0986435415,2,1000,1600,40,60,,0,0.1,100,,,
10817,0986435415,7,1000,1200,20,40,60,425,20.3,27.09,,,
10818,0986435415,13,1000,300,20,40,60,570,3.7,91.89,,,
10819,0986435415,30,1000,1600,20,60,60,700,5,100,,,
10820,0986435417,1,1000,300,20,40,60,2500,65,53.85,,,
10821,0986435417,2,1000,1600,40,60,,0,0.1,100,,,
10822,0986435417,4,1000,1600,20,40,60,630,12,33.33,,,
10823,0986435417,6,1000,1600,20,40,60,630,47.1,9.55,,,
10824,0986435417,7,1000,800,20,40,60,500,18.2,19.78,,,
10825,0986435417,11,1000,1200,40,60,60,175,2.2,59.09,,,
10826,0986435417,13,1000,300,20,40,60,555,5.2,42.31,,,
10827,0986435417,30,1000,1600,20,60,60,700,5,100,,,
10828,0986435418,1,1000,300,20,40,60,2500,65,53.85,,,
10829,0986435418,2,1000,1600,40,60,,0,0.1,100,,,
10830,0986435418,4,1000,1600,20,40,60,560,11.5,39.13,,,
10831,0986435418,6,1000,1600,20,40,60,560,47.3,9.94,,,
10832,0986435418,7,1000,800,20,40,60,435,17.3,20.81,,,
10833,0986435418,11,1000,1200,40,60,60,180,1.4,78.57,,,
10834,0986435418,13,1000,300,40,60,60,490,2.7,88.89,,,
10835,0986435418,30,1000,1600,20,60,60,700,5,100,,,
10836,0986435419,1,1000,300,20,40,60,2500,65,53.85,,,
10837,0986435419,2,1000,1600,40,60,,0,0.1,100,,,
10838,0986435419,4,1000,1600,20,40,60,630,11.5,39.13,,,
10839,0986435419,6,1000,1600,20,40,60,630,47.5,9.47,,,
10840,0986435419,7,1000,800,20,40,60,500,18.1,19.89,,,
10841,0986435419,11,1000,1200,40,60,60,175,2.2,59.09,,,
10842,0986435419,13,1000,300,20,40,60,555,5.2,42.31,,,
10843,0986435419,30,1000,1600,20,60,60,700,5,100,,,
10844,0986435420,1,1000,300,20,40,60,2500,65,53.85,,,
10845,0986435420,2,1000,1600,40,60,,0,0.1,100,,,
10846,0986435420,4,1000,1800,20,40,60,565,11,36.36,BOSCH_PIEZO_H,,
10847,0986435420,6,1000,1800,20,40,60,565,46.8,9.62,BOSCH_PIEZO_H,,
10848,0986435420,7,1000,800,20,40,60,525,18.5,19.46,,,
10849,0986435420,11,1000,1200,40,60,60,185,1.9,68.42,,,
10850,0986435420,13,1000,300,20,40,60,580,4.4,50,,,
10851,0986435420,30,1000,1600,20,60,60,700,5,100,,,
10852,0986435421,1,1000,300,20,40,60,2500,65,53.85,,,
10853,0986435421,2,1000,1600,40,60,,0,0.1,100,,,
10854,0986435421,4,1000,1600,20,40,60,560,12,33.33,,,
10855,0986435421,6,1000,1600,20,40,60,560,47.1,13.8,,,
10856,0986435421,7,1000,800,20,40,60,480,18.9,22.75,,,
10857,0986435421,11,1000,1200,40,60,60,180,1.7,82.35,,,
10858,0986435421,13,1000,300,20,40,60,480,3.6,75,,,
10859,0986435421,30,1000,1600,20,60,60,700,5,100,,,
10860,0986435422,1,1000,300,20,40,60,2500,65,53.85,,,
10861,0986435422,2,1000,1600,40,60,,0,0.1,100,,,
10862,0986435422,4,1000,1800,20,40,60,550,12,33.33,BOSCH_PIEZO_H,,
10863,0986435422,6,1000,1800,20,40,60,550,47.8,9.41,BOSCH_PIEZO_H,,
10864,0986435422,7,1000,800,20,40,60,485,17.9,20.11,,,
10865,0986435422,11,1000,1200,40,60,60,180,2.2,59.09,,,
10866,0986435422,13,1000,250,20,40,60,615,4.3,51.16,,,
10867,0986435422,30,1000,1600,20,60,60,700,5,100,,,
10868,0986435423,1,1000,300,20,40,60,2500,65,53.85,,,
10869,0986435423,2,1000,1600,40,60,,0,0.1,100,,,
10870,0986435423,4,1000,1800,20,40,60,530,12,33.33,BOSCH_PIEZO_H,,
10871,0986435423,6,1000,1800,20,40,60,530,47.8,13.6,BOSCH_PIEZO_H,,
10872,0986435423,7,1000,800,20,40,60,490,18.7,22.99,,,
10873,0986435423,11,1000,1200,40,90,60,175,2,75,,,
10874,0986435423,13,1000,300,20,60,60,540,5,54,,,
10875,0986435423,30,1000,1600,20,60,60,700,5,100,,,
10876,0986435424,1,1000,300,20,40,60,2500,65,53.85,,,
10877,0986435424,2,1000,1600,40,60,,0,0.1,100,,,
10878,0986435424,4,1000,1800,20,40,60,545,11,36.36,BOSCH_PIEZO_H,,
10879,0986435424,6,1000,1800,20,40,60,545,48.1,9.36,BOSCH_PIEZO_H,,
10880,0986435424,7,1000,800,20,40,60,490,18.2,19.78,,,
10881,0986435424,11,1000,1200,40,60,60,175,2.2,59.09,,,
10882,0986435424,13,1000,300,20,40,60,535,5.1,43.14,,,
10883,0986435424,30,1000,1600,20,60,60,700,5,100,,,
10884,0986435425,1,1000,300,20,40,60,2500,65,53.85,,,
10885,0986435425,2,1000,1600,40,60,,0,0.1,100,,,
10886,0986435425,7,1000,800,20,40,60,490,19.8,18.18,,,
10887,0986435425,11,1000,800,40,60,60,180,1.5,86.67,,,
10888,0986435425,13,1000,300,20,60,60,540,5,44,,,
10889,0986435425,30,1000,1600,20,60,60,700,5,100,,,
10890,0986435426,1,1000,300,20,40,60,2500,65,53.85,,,
10891,0986435426,2,1000,1600,40,60,,0,0.1,100,,,
10892,0986435426,4,1000,1600,20,40,60,565,11,36.36,,,
10893,0986435426,6,1000,1600,20,40,60,565,46.8,13.89,,,
10894,0986435426,7,1000,800,20,40,60,470,19,22.63,,,
10895,0986435426,11,1000,800,40,60,60,200,2.1,71.43,,,
10896,0986435426,13,1000,300,40,60,60,380,2.7,88.89,,,
10897,0986435426,30,1000,1600,20,60,60,700,5,100,,,
10898,0986435428,1,1000,300,20,40,60,2500,65,53.85,,,
10899,0986435428,2,1000,1600,40,60,,0,0.1,100,,,
10900,0986435428,7,1000,800,20,40,60,485,20.3,17.73,,,
10901,0986435428,11,1000,1200,40,60,60,170,2.3,56.52,,,
10902,0986435428,13,1000,300,20,60,60,530,6,36.67,,,
10903,0986435428,30,1000,1600,20,60,60,700,5,100,,,
10904,0986435429,1,1000,300,20,40,60,2500,65,53.85,,,
10905,0986435429,2,1000,1600,40,60,,0,0.1,100,,,
10906,0986435429,4,1000,1800,20,40,60,555,11,36.36,BOSCH_PIEZO_H,,
10907,0986435429,6,1000,1800,20,40,60,555,48.5,13.4,BOSCH_PIEZO_H,,
10908,0986435429,7,1000,800,20,40,60,505,19.1,23.04,,,
10909,0986435429,11,1000,1200,40,60,60,175,2.2,86.36,,,
10910,0986435429,13,1000,250,20,40,60,640,3.3,84.85,,,
10911,0986435429,30,1000,1600,20,60,60,700,5,100,,,
10912,0986435430,1,1000,300,20,40,60,2500,65,53.85,,,
10913,0986435430,2,1000,1600,40,60,,0,0.1,100,,,
10914,0986435430,4,1000,1800,20,40,60,545,12,33.33,BOSCH_PIEZO_H,,
10915,0986435430,6,1000,1800,20,40,60,545,48.5,9.28,BOSCH_PIEZO_H,,
10916,0986435430,7,1000,800,20,40,60,505,19.2,18.75,,,
10917,0986435430,11,1000,1200,40,60,60,180,2.2,59.09,,,
10918,0986435430,13,1000,300,20,60,60,555,5,44,,,
10919,0986435430,30,1000,1600,20,60,60,700,5,100,,,
10920,0986435432,1,1000,300,20,40,60,2500,65,53.85,,,
10921,0986435432,2,1000,1600,40,60,,0,0.1,100,,,
10922,0986435432,7,1000,800,20,40,60,415,18.2,21.98,,,
10923,0986435432,11,1000,1200,40,60,60,170,1.5,80,,,
10924,0986435432,13,1000,250,40,60,60,515,2.8,78.57,,,
10925,0986435432,30,1000,1600,20,60,60,700,5,100,,,
10926,0986435434,2,1000,1350,20,40,,0,,,,,
10927,0986435434,3,1000,300,20,40,60,2500,,,,,
10928,0986435434,4,1000,1800,20,40,60,535,12,33.33,BOSCH_PIEZO_H,,
10929,0986435434,6,1000,1800,20,40,60,535,48.7,13.35,BOSCH_PIEZO_H,,
10930,0986435434,7,1000,800,20,40,60,505,19.2,22.4,,,
10931,0986435434,11,1000,1200,40,60,60,180,2.2,68.18,,,
10932,0986435434,13,1000,300,20,40,60,550,4.9,55.1,,,
10933,0986435435,1,1000,300,20,40,60,2500,65,53.85,,,
10934,0986435435,2,1000,1600,40,60,,0,0.1,100,,,
10935,0986435435,4,1000,1600,20,40,60,590,13.5,40.74,,,
10936,0986435435,6,1000,1600,20,40,60,590,47.6,13.66,,,
10937,0986435435,7,1000,800,20,40,60,520,20,21.5,,,
10938,0986435435,11,1000,800,40,90,60,220,2,75,,,
10939,0986435435,13,1000,300,20,40,60,490,3.6,75,,,
10940,0986435435,30,1000,1600,20,60,60,700,5,100,,,
10941,0986435437,1,1000,300,20,40,60,2500,65,53.85,,,
10942,0986435437,2,1000,1600,40,60,,0,0.1,100,,,
10943,0986435437,4,1000,1800,20,40,60,550,11,36.36,BOSCH_PIEZO_H,,
10944,0986435437,6,1000,1800,20,40,60,550,46.4,9.7,BOSCH_PIEZO_H,,
10945,0986435437,7,1000,800,20,40,60,525,18.5,19.46,,,
10946,0986435437,11,1000,1200,40,60,60,185,2.1,61.9,,,
10947,0986435437,13,1000,300,20,40,60,555,4.3,51.16,,,
10948,0986435437,30,1000,1600,20,60,60,700,5,100,,,
10949,0986435438,1,1000,300,20,40,60,2500,65,53.85,,,
10950,0986435438,2,1000,1600,40,60,,0,0.1,100,,,
10951,0986435438,4,1000,1600,20,40,60,545,11,36.36,,,
10952,0986435438,6,1000,1600,20,40,60,545,45.6,14.25,,,
10953,0986435438,7,1000,800,20,40,60,465,18.8,22.87,,,
10954,0986435438,11,1000,1200,40,60,60,170,1.8,83.33,,,
10955,0986435438,13,1000,300,20,40,60,465,4.2,64.29,,,
10956,0986435438,30,1000,1600,20,60,60,700,5,100,,,
10957,0986435439,1,1000,300,20,40,60,2500,65,53.85,,,
10958,0986435439,2,1000,1600,40,60,,0,0.1,100,,,
10959,0986435439,7,1000,800,20,40,60,500,18.9,19.05,,,
10960,0986435439,11,1000,1200,40,60,60,180,2.5,52,,,
10961,0986435439,13,1000,250,20,40,60,615,3.9,56.41,,,
10962,0986435439,30,1000,1600,20,60,60,700,5,100,,,
10963,0986435443,1,1000,300,20,40,60,2500,65,53.85,,,
10964,0986435443,2,1000,1600,40,60,,0,0.1,100,,,
10965,0986435443,4,1000,1800,20,40,60,560,10,30,BOSCH_PIEZO_H,,
10966,0986435443,6,1000,1800,20,40,60,560,47.4,9.49,BOSCH_PIEZO_H,,
10967,0986435443,7,1000,800,20,40,60,505,18.2,19.78,,,
10968,0986435443,11,1000,1200,40,60,60,180,1.6,81.25,,,
10969,0986435443,13,1000,250,20,40,60,645,3.7,62.16,,,
10970,0986435443,30,1000,1600,20,60,60,700,5,100,,,
10971,0986435444,1,1000,300,20,40,60,2500,65,53.85,,,
10972,0986435444,2,1000,1600,40,60,,0,0.1,100,,,
10973,0986435444,7,1000,800,20,40,60,485,20.3,17.73,,,
10974,0986435444,11,1000,1200,40,60,60,170,2.3,56.52,,,
10975,0986435444,13,1000,300,20,60,60,530,6,36.67,,,
10976,0986435444,30,1000,1600,20,60,60,700,5,100,,,
10977,0986435449,1,1000,300,20,40,60,2500,65,53.85,,,
10978,0986435449,2,1000,1600,40,60,,0,0.1,100,,,
10979,0986435449,4,1000,1800,20,40,60,550,11,36.36,BOSCH_PIEZO_H,,
10980,0986435449,6,1000,1800,20,40,60,550,46.9,8.96,BOSCH_PIEZO_H,,
10981,0986435449,7,1000,800,20,40,60,510,20,26.5,,,
10982,0986435449,11,1000,1200,40,60,60,180,2.4,70.83,,,
10983,0986435449,13,1000,250,20,40,60,645,3.8,86.84,,,
10984,0986435449,30,1000,1600,20,60,60,700,5,100,,,
10985,0986435501,2,1000,500,20,40,,0,20,100,,,
10986,0986435501,3,1000,1350,20,40,60,750,,,,,
10987,0986435501,4,1000,1350,20,40,60,750,27.5,81.82,,,
10988,0986435501,6,1000,1350,20,40,60,750,66.8,7.78,,,
10989,0986435501,7,1000,1000,20,40,60,400,39,17.18,,,
10990,0986435501,8,1000,400,20,40,60,750,29.9,17.06,,,
10991,0986435501,11,1000,800,40,60,60,160,7.7,54.55,,,
10992,0986435501,13,1000,400,40,60,60,230,2.9,79.31,,,
10993,0986435501,31,1000,1350,20,40,,0,20,100,,,
10994,0986435502,2,1000,500,20,40,,0,25.5,100,,,
10995,0986435502,3,1000,350,20,40,60,2000,,,,,
10996,0986435502,4,1000,1600,20,40,60,1100,34.5,47.83,,,
10997,0986435502,6,1000,1600,20,40,60,1100,83.4,5.64,,,
10998,0986435502,7,1000,1400,20,40,60,400,34.3,19.24,,,
10999,0986435502,11,1000,1400,40,60,60,160,3.2,71.87,,,
11000,0986435502,13,1000,350,40,60,60,290,1.9,73.68,,,
11001,0986435502,31,1000,1600,20,40,,0,25.5,100,,,
11002,0986435503,2,1000,500,20,40,,0,33,100,,,
11003,0986435503,3,1000,350,20,40,60,2000,,,,,
11004,0986435503,4,1000,1600,20,40,60,1700,40.5,87.65,,,
11005,0986435503,6,1000,1600,20,40,60,1700,124.3,4.42,,,
11006,0986435503,10,1000,600,20,40,60,700,32.5,17.85,,,
11007,0986435503,11,1000,1000,40,60,60,160,2.9,82.76,,,
11008,0986435503,13,1000,250,20,40,60,800,11.4,45.61,,,
11009,0986435503,31,1000,1600,20,40,,0,33,100,,,
11010,0986435504,2,1000,500,20,40,,0,30.5,100,,,
11011,0986435504,3,1000,350,20,40,60,2000,,,,,
11012,0986435504,4,1000,1600,20,40,60,1350,38,86.84,,,
11013,0986435504,6,1000,1600,20,40,60,1350,87.9,5.01,,,
11014,0986435504,7,1000,1400,20,40,60,530,31.6,18.35,,,
11015,0986435504,11,1000,1400,40,60,60,250,2.3,73.91,,,
11016,0986435504,13,1000,300,40,60,60,530,1.8,72.22,,,
11017,0986435504,31,1000,1600,20,40,,0,30.5,100,,,
11018,0986435505,2,1000,500,20,40,,0,33,100,,,
11019,0986435505,3,1000,350,20,40,60,2000,,,,,
11020,0986435505,4,1000,1600,20,40,60,1700,40.5,87.65,,,
11021,0986435505,6,1000,1600,20,40,60,1700,126.2,4.36,,,
11022,0986435505,7,1000,600,20,40,60,700,33.4,17.37,,,
11023,0986435505,8,1000,1200,20,40,60,200,4.7,59.57,,,
11024,0986435505,11,1000,1000,40,60,60,160,3.1,80.65,,,
11025,0986435505,12,1000,1200,40,60,60,200,4.7,59.57,,,
11026,0986435505,13,1000,250,20,40,60,800,10.5,49.52,,,
11027,0986435505,31,1000,1600,20,40,,0,33,100,,,
11028,0986435506,2,1000,500,20,40,,0,29,100,,,
11029,0986435506,3,1000,1400,20,40,60,680,,,,,
11030,0986435506,4,1000,1400,20,40,60,680,31.5,84.13,,,
11031,0986435506,6,1000,1400,20,40,60,680,51.7,7.93,,,
11032,0986435506,7,1000,600,20,40,60,600,22.1,24.89,,,
11033,0986435506,11,1000,1100,40,60,60,160,2.5,88,,,
11034,0986435506,13,1000,400,20,40,60,400,4.4,72.73,,,
11035,0986435506,31,1000,1400,20,40,,0,29,100,,,
11036,0986435507,2,1000,500,20,40,,0,30,100,,,
11037,0986435507,3,1000,350,20,40,60,2000,,,,,
11038,0986435507,4,1000,1600,20,40,60,1020,37.5,86.67,,,
11039,0986435507,6,1000,1600,20,40,60,1020,87.5,7.77,,,
11040,0986435507,7,1000,600,20,40,60,990,50.1,13.97,,,
11041,0986435507,11,1000,1100,40,60,60,180,2.7,88.89,,,
11042,0986435507,13,1000,600,20,40,60,680,26.4,25,,,
11043,0986435507,31,1000,1600,20,40,,0,30,100,,,
11044,0986435508,2,1000,500,20,40,,0,30,100,,,
11045,0986435508,3,1000,350,20,40,60,1800,,,,,
11046,0986435508,4,1000,1350,20,40,60,1800,32.5,84.62,,,
11047,0986435508,6,1000,1350,20,40,60,1800,121,6.12,,,
11048,0986435508,7,1000,600,20,40,60,500,21.2,34.43,,,
11049,0986435508,11,1000,800,40,60,60,160,4.2,76.19,,,
11050,0986435508,13,1000,250,20,40,60,700,9.5,51.58,,,
11051,0986435508,31,1000,1350,20,40,,0,30,100,,,
11052,0986435509,2,1000,1300,20,40,,0,32,100,,,
11053,0986435509,3,1000,1300,20,40,60,2180,,,,,
11054,0986435509,4,1000,1300,20,40,60,2180,39.5,87.34,,,
11055,0986435509,6,1000,1300,20,40,60,2180,228,3.86,,,
11056,0986435509,7,1000,700,20,40,60,810,70.6,8.36,,,
11057,0986435509,11,1000,1000,40,60,60,160,7.5,68,,,
11058,0986435509,13,1000,300,20,40,60,760,18.2,30.77,,,
11059,0986435510,2,1000,1400,20,40,,0,35,100,,,
11060,0986435510,3,1000,1400,20,40,60,800,,,,,
11061,0986435510,4,1000,1400,20,40,60,2450,42.5,88.24,,,
11062,0986435510,6,1000,1400,20,40,60,2450,247.4,3.84,,,
11063,0986435510,7,1000,730,20,40,60,830,59,13.73,,,
11064,0986435510,11,1000,1000,40,60,60,180,2.5,88,,,
11065,0986435510,13,1000,300,20,40,60,750,13.3,33.08,,,
11066,0986435511,2,1000,1400,20,40,,0,32.5,100,,,
11067,0986435511,3,1000,1400,20,40,60,800,,,,,
11068,0986435511,4,1000,1400,20,40,60,1780,32.5,100,,,
11069,0986435511,6,1000,1400,20,40,60,1780,115.7,3.98,,,
11070,0986435511,10,1000,700,20,40,60,950,41.5,9.88,,,
11071,0986435511,11,1000,1000,40,60,60,240,3.3,81.82,,,
11072,0986435511,13,1000,250,20,40,60,900,8.1,51.85,,,
11073,0986435512,2,1000,500,20,40,,0,32.5,100,,,
11074,0986435512,3,1000,350,20,40,60,2000,,,,,
11075,0986435512,4,1000,1400,20,40,60,1800,35,85.71,,,
11076,0986435512,6,1000,1400,20,40,60,1800,177.3,4.74,,,
11077,0986435512,7,1000,600,20,40,60,500,17.1,43.86,,,
11078,0986435512,11,1000,800,40,60,60,160,2.5,88,,,
11079,0986435512,13,1000,250,20,40,60,700,7.5,65.33,,,
11080,0986435512,31,1000,1400,20,40,,0,32.5,100,,,
11081,0986435513,2,1000,1400,20,40,,0,40,100,,,
11082,0986435513,3,1000,1400,20,40,60,800,,,,,
11083,0986435513,4,1000,1400,20,40,60,2450,42.5,88.24,,,
11084,0986435513,6,1000,1400,20,40,60,2450,261.4,3.83,,,
11085,0986435513,10,1000,730,20,40,60,830,60.8,13.65,,,
11086,0986435513,11,1000,1000,40,60,60,180,2.8,89.29,,,
11087,0986435513,13,1000,300,20,40,60,750,13.3,33.08,,,
11088,0986435514,2,1000,1400,20,40,,0,32.5,100,,,
11089,0986435514,3,1000,1400,20,40,60,800,,,,,
11090,0986435514,4,1000,1400,20,40,60,1780,35,85.71,,,
11091,0986435514,6,1000,1400,20,40,60,1780,116.1,3.88,,,
11092,0986435514,10,1000,700,20,40,60,950,41.9,9.55,,,
11093,0986435514,11,1000,1000,40,60,60,240,3.3,90.91,,,
11094,0986435514,13,1000,250,20,40,60,900,8.1,50.62,,,
11095,0986435515,2,1000,1400,20,40,,0,35,100,,,
11096,0986435515,3,1000,350,20,40,60,2450,,,,,
11097,0986435515,4,1000,1400,20,40,60,2450,42.5,88.24,,,
11098,0986435515,6,1000,1400,20,40,60,2450,247.4,3.84,,,
11099,0986435515,7,1000,730,20,40,60,830,59,13.73,,,
11100,0986435515,11,1000,1000,40,60,60,180,2.5,88,,,
11101,0986435515,13,1000,300,20,40,60,750,13.3,33.08,,,
11102,0986435516,2,1000,1400,20,40,,0,37.5,100,,,
11103,0986435516,3,1000,1400,20,40,60,800,,,,,
11104,0986435516,4,1000,1400,20,40,60,2450,45,88.89,,,
11105,0986435516,6,1000,1400,20,40,60,2450,262.2,4.39,,,
11106,0986435516,7,1000,730,20,40,60,830,59.5,14.62,,,
11107,0986435516,11,1000,1000,40,60,60,180,2.5,84,,,
11108,0986435516,13,1000,300,20,40,60,750,12.9,34.11,,,
11109,0986435517,2,1000,1600,20,40,,0,37.5,100,,,
11110,0986435517,3,1000,350,20,40,60,2000,,,,,
11111,0986435517,4,1000,1600,20,40,60,2200,45,88.89,,,
11112,0986435517,14,1000,1000,20,40,60,250,3.7,89.19,,,
11113,0986435517,15,1000,1600,20,40,60,2200,314,6.18,,,
11114,0986435517,17,1000,1000,20,40,60,900,84.2,23.99,,,
11115,0986435517,19,1000,250,20,40,60,800,6.2,93.55,,,
11116,0986435518,2,1000,500,20,40,,0,24.5,100,,,
11117,0986435518,3,1000,350,20,40,60,2000,,,,,
11118,0986435518,4,1000,1800,20,40,60,1700,39.5,49.37,,,
11119,0986435518,11,1000,1400,40,60,60,240,2.1,80.95,,,
11120,0986435518,15,1000,1800,20,40,60,1700,147.8,5.28,,,
11121,0986435518,16,1000,250,20,40,60,800,9.8,66.33,,,
11122,0986435518,17,1000,600,20,40,60,700,27,27.04,,,
11123,0986435518,31,1000,1800,20,40,,0,24.5,100,,,
11124,0986435519,2,1000,500,20,40,,0,24.5,100,,,
11125,0986435519,3,1000,350,20,40,60,2000,,,,,
11126,0986435519,4,1000,1800,20,40,60,1700,32,84.38,,,
11127,0986435519,11,1000,1400,40,60,60,240,2.3,73.91,,,
11128,0986435519,15,1000,1800,20,40,60,1700,149.2,8.31,,,
11129,0986435519,16,1000,250,20,40,60,800,10.8,88.89,,,
11130,0986435519,17,1000,600,20,40,60,700,28.6,39.16,,,
11131,0986435519,31,1000,1800,20,40,,0,24.5,100,,,
11132,0986435520,2,1000,500,20,40,,0,21.5,100,,,
11133,0986435520,3,1000,350,20,40,60,2000,,,,,
11134,0986435520,4,1000,1800,20,40,60,1350,29,82.76,,,
11135,0986435520,12,1000,300,40,60,60,400,2.1,85.71,,,
11136,0986435520,14,1000,1800,20,40,60,240,3.6,91.67,,,
11137,0986435520,15,1000,1800,20,40,60,1350,90.7,9.7,,,
11138,0986435520,16,1000,300,40,60,60,400,2.1,85.71,,,
11139,0986435520,17,1000,1400,20,40,60,600,40.1,22.44,,,
11140,0986435520,31,1000,1800,20,40,,0,21.5,100,,,
11141,0986435521,2,1000,500,20,40,,0,21.5,100,,,
11142,0986435521,3,1000,350,20,40,60,2000,,,,,
11143,0986435521,4,1000,1800,20,40,60,1350,29,82.76,,,
11144,0986435521,11,1000,1800,40,60,60,260,2.6,76.92,,,
11145,0986435521,15,1000,1800,20,40,60,1350,90.8,8.26,,,
11146,0986435521,16,1000,300,40,60,60,390,1.9,84.21,,,
11147,0986435521,17,1000,1400,20,40,60,600,37.9,25.07,,,
11148,0986435521,31,1000,1800,20,40,,0,21.5,100,,,
11149,0986435522,2,1000,500,20,40,,0,41,100,,,
11150,0986435522,3,1000,350,20,40,60,2000,,,,,
11151,0986435522,4,1000,1600,20,40,60,3000,43.5,88.51,,,
11152,0986435522,6,1000,1600,20,40,60,3000,274,4.45,,,
11153,0986435522,7,1000,600,20,40,60,700,34.2,19.88,,,
11154,0986435522,11,1000,1000,40,60,60,160,3.1,90.32,,,
11155,0986435522,13,1000,250,20,40,60,1000,18.5,28.11,,,
11156,0986435522,31,1000,1600,20,40,,0,41,100,,,
11157,0986435523,2,1000,1400,20,40,,0,40,100,,,
11158,0986435523,3,1000,350,20,40,60,2000,,,,,
11159,0986435523,4,1000,1400,20,40,60,2450,42.5,88.24,,,
11160,0986435523,6,1000,1400,20,40,60,2450,261.4,3.83,,,
11161,0986435523,10,1000,730,20,40,60,830,60.8,13.65,,,
11162,0986435523,11,1000,1000,40,60,60,180,2.8,89.29,,,
11163,0986435523,13,1000,300,20,40,60,750,13.3,33.08,,,
11164,0986435524,2,1000,1300,20,40,,0,32,100,,,
11165,0986435524,3,1000,1300,20,40,60,2180,,,,,
11166,0986435524,4,1000,1300,20,40,60,2180,39.5,87.34,,,
11167,0986435524,6,1000,1300,20,40,60,2180,228,3.86,,,
11168,0986435524,7,1000,700,20,40,60,810,70.6,8.36,,,
11169,0986435524,11,1000,1000,40,60,60,160,7.5,68,,,
11170,0986435524,13,1000,300,20,40,60,760,18.2,30.77,,,
11171,0986435525,2,1000,1400,20,40,,0,32.5,100,,,
11172,0986435525,3,1000,350,20,40,60,2000,,,,,
11173,0986435525,4,1000,1400,20,40,60,1780,32.5,100,,,
11174,0986435525,6,1000,1400,20,40,60,1780,116.1,3.88,,,
11175,0986435525,10,1000,700,20,40,60,950,41.9,9.55,,,
11176,0986435525,11,1000,1000,40,60,60,240,3.3,90.91,,,
11177,0986435525,13,1000,250,20,40,60,900,8.1,50.62,,,
11178,0986435526,2,1000,1600,20,40,,0,37.5,100,,,
11179,0986435526,3,1000,350,20,40,60,2000,,,,,
11180,0986435526,4,1000,1600,20,40,60,2200,40,87.5,,,
11181,0986435526,14,1000,1000,40,60,60,250,2.3,86.96,,,
11182,0986435526,15,1000,1600,20,40,60,2200,326.1,3.34,,,
11183,0986435526,17,1000,1000,20,40,60,900,88.7,13.19,,,
11184,0986435526,19,1000,250,20,40,60,800,6.7,55.22,,,
11185,0986435527,2,1000,1400,20,40,,0,35,100,,,
11186,0986435527,3,1000,350,20,40,60,2000,,,,,
11187,0986435527,4,1000,1400,20,40,60,1600,42.5,88.24,,,
11188,0986435527,6,1000,1400,20,40,60,1600,239.6,4.17,,,
11189,0986435527,10,1000,1000,20,40,60,900,85,14.35,,,
11190,0986435527,11,1000,1000,40,60,60,250,2.5,84,,,
11191,0986435527,13,1000,250,20,40,60,800,4.6,80.43,,,
11192,0986435528,2,1000,1600,20,40,,0,37.5,100,,,
11193,0986435528,3,1000,350,20,40,60,2000,,,,,
11194,0986435528,4,1000,1600,20,40,60,2200,45,88.89,,,
11195,0986435528,14,1000,1000,40,60,60,250,2.5,88,,,
11196,0986435528,15,1000,1600,20,40,60,2200,366,3.14,,,
11197,0986435528,17,1000,1000,20,40,60,900,90.4,12.94,,,
11198,0986435528,19,1000,250,20,40,60,800,6.8,54.41,,,
11199,0986435529,2,1000,1600,20,40,,0,30,100,,,
