id,injector_code,test_name,motor_speed,setted_pressure,adjusting_time,measurement_time,injection_rate,total_pulse_time,nominal_flow,flow_range,volt_ampere_profile,total_pulse_time2,shift
6573,0445120123,6,1000,1600,20,40,60,1700,126.9,4.33,,,
6574,0445120123,7,1000,600,20,40,60,700,37.1,15.63,,,
6575,0445120123,11,1000,1000,40,60,60,160,3.4,79.41,,,
6576,0445120123,13,1000,250,20,40,60,800,12.1,42.98,,,
6577,0445120123,31,1000,1600,20,40,,0,33,100,,,
6578,0445120124,2,1000,1600,20,40,,0,35,100,,,
6579,0445120124,3,1000,350,20,40,60,2000,,,,,
6580,0445120124,4,1000,1600,20,40,60,2000,42.5,88.24,,,
6581,0445120124,6,1000,1600,20,40,60,2000,214.9,4.93,,,
6582,0445120124,7,1000,1000,20,40,60,600,36.3,20.66,,,
6583,0445120124,11,1000,1000,40,60,60,250,2.9,86.21,,,
6584,0445120124,13,1000,250,20,40,60,1000,12.6,32.54,,,
6585,0445120125,2,1000,500,20,40,,0,41,100,,,
6586,0445120125,3,1000,350,20,40,60,2000,,,,,
6587,0445120125,4,1000,1600,20,40,60,3000,43.5,88.51,,,
6588,0445120125,6,1000,1600,20,40,60,3000,274,4.45,,,
6589,0445120125,7,1000,600,20,40,60,700,34.2,19.88,,,
6590,0445120125,11,1000,1000,40,60,60,160,3.1,90.32,,,
6591,0445120125,13,1000,250,20,40,60,1000,18.5,28.11,,,
6592,0445120125,31,1000,1600,20,40,,0,41,100,,,
6593,0445120126,2,1000,1100,20,40,,0,27.5,100,,,
6594,0445120126,3,1000,350,20,40,60,2000,,,,,
6595,0445120126,4,1000,1100,20,40,60,1100,35,85.71,,,
6596,0445120126,6,1000,1100,20,40,60,1100,65.8,8.21,,,
6597,0445120126,7,1000,600,20,40,60,850,34.7,14.99,,,
6598,0445120126,11,1000,1000,40,60,60,210,1.8,83.33,,,
6599,0445120126,13,1000,250,20,40,60,900,11.1,36.04,,,
6600,0445120127,2,1000,1600,20,40,,0,35,100,,,
6601,0445120127,3,1000,350,20,40,60,2000,,,,,
6602,0445120127,4,1000,1600,20,40,60,2000,42.5,88.24,,,
6603,0445120127,6,1000,1600,20,40,60,2000,284.5,5.31,,,
6604,0445120127,10,1000,1000,20,40,60,600,31.6,25.32,,,
6605,0445120127,11,1000,1000,40,90,60,250,3,83.33,,,
6606,0445120127,13,1000,250,20,40,60,1000,11.1,40.54,,,
6607,0445120128,2,1000,1600,20,40,,0,37.5,100,,,
6608,0445120128,3,1000,350,20,40,60,2000,,,,,
6609,0445120128,4,1000,1600,20,40,60,2200,40,87.5,,,
6610,0445120128,6,1000,1600,20,40,60,2200,324.6,4.19,,,
6611,0445120128,7,1000,1000,20,40,60,900,87.9,13.31,,,
6612,0445120128,11,1000,1000,40,60,60,270,2.9,89.66,,,
6613,0445120128,13,1000,250,20,40,60,800,6.7,55.22,,,
6614,0445120129,2,1000,1600,20,40,,0,35,100,,,
6615,0445120129,3,1000,350,20,40,60,2000,,,,,
6616,0445120129,4,1000,1600,20,40,60,2000,42.5,88.24,,,
6617,0445120129,6,1000,1600,20,40,60,2000,200.3,5.09,,,
6618,0445120129,7,1000,1000,20,40,60,600,26.4,26.14,,,
6619,0445120129,11,1000,1000,40,90,60,250,3,86.67,,,
6620,0445120129,13,1000,250,20,40,60,1000,9.2,75,,,
6621,0445120130,2,1000,1600,20,40,,0,35,100,,,
6622,0445120130,3,1000,350,20,40,60,2000,,,,,
6623,0445120130,4,1000,1600,20,40,60,2000,42.5,88.24,,,
6624,0445120130,6,1000,1600,20,40,60,2000,225.6,5.01,,,
6625,0445120130,10,1000,1000,20,40,60,600,23.6,33.05,,,
6626,0445120130,11,1000,1000,40,60,60,250,3.1,83.87,,,
6627,0445120130,13,1000,250,20,40,60,1000,8.4,54.76,,,
6628,0445120131,2,1000,1600,20,40,,0,37.5,100,,,
6629,0445120131,3,1000,350,20,40,60,2000,,,,,
6630,0445120131,4,1000,1600,20,40,60,2200,40,87.5,,,
6631,0445120131,6,1000,1600,20,40,60,2200,326.1,4.17,,,
6632,0445120131,7,1000,1000,20,40,60,900,88,13.3,,,
6633,0445120131,11,1000,1000,40,60,60,270,2.5,88,,,
6634,0445120131,13,1000,250,20,40,60,800,6.8,54.41,,,
6635,0445120133,2,1000,500,20,40,,0,33,100,,,
6636,0445120133,3,1000,350,20,40,60,2000,,,,,
6637,0445120133,4,1000,1600,20,40,60,2000,40.5,87.65,,,
6638,0445120133,6,1000,1600,20,40,60,2000,285.1,4.49,,,
6639,0445120133,7,1000,600,20,40,60,700,32.4,20.99,,,
6640,0445120133,11,1000,1000,40,60,60,160,3.2,87.5,,,
6641,0445120133,13,1000,250,20,40,60,1000,15.6,33.33,,,
6642,0445120133,31,1000,1600,20,40,,0,33,100,,,
6643,0445120134,2,1000,1600,20,40,,0,32.5,100,,,
6644,0445120134,3,1000,350,20,40,60,2000,,,,,
6645,0445120134,4,1000,1600,20,40,60,1700,40,87.5,,,
6646,0445120134,6,1000,1600,20,40,60,1700,125.7,6.21,,,
6647,0445120134,7,1000,1000,20,40,60,600,32.6,24.23,,,
6648,0445120134,11,1000,1000,40,60,60,250,3.6,88.89,,,
6649,0445120134,13,1000,250,20,40,60,1000,13.3,42.11,,,
6650,0445120135,2,1000,1800,20,40,,0,25,100,,,
6651,0445120135,3,1000,350,20,40,60,2000,,,,,
6652,0445120135,4,1000,1800,20,40,60,2000,32.5,84.62,,,
6653,0445120135,6,1000,1800,20,40,60,2000,182.6,5.15,,,
6654,0445120135,7,1000,1000,20,40,60,600,29.4,21.77,,,
6655,0445120135,11,1000,1800,40,60,60,270,3.3,90.91,,,
6656,0445120135,13,1000,250,20,40,60,1000,15.8,32.28,,,
6657,0445120136,2,1000,1600,20,40,,0,30,100,,,
6658,0445120136,3,1000,350,20,40,60,2000,,,,,
6659,0445120136,4,1000,1600,20,40,60,1600,37.5,86.67,,,
6660,0445120136,6,1000,1600,20,40,60,1600,144,5.69,,,
6661,0445120136,7,1000,1200,20,40,60,2000,150.2,5.06,,,
6662,0445120136,11,1000,400,40,60,60,400,3.3,84.85,,,
6663,0445120136,13,1000,700,20,40,60,400,7.5,65.33,,,
6664,0445120137,2,1000,1600,20,40,,0,30,100,,,
6665,0445120137,3,1000,350,20,40,60,2000,,,,,
6666,0445120137,4,1000,1600,20,40,60,1600,37.5,86.67,,,
6667,0445120137,6,1000,1600,20,40,60,1600,144,5.69,,,
6668,0445120137,7,1000,1200,20,40,60,2000,150.2,5.06,,,
6669,0445120137,11,1000,400,40,60,60,400,3.3,84.85,,,
6670,0445120137,13,1000,700,20,40,60,400,7.5,65.33,,,
6671,0445120138,2,1000,1600,20,40,,0,35,100,,,
6672,0445120138,3,1000,350,20,40,60,2000,,,,,
6673,0445120138,4,1000,1600,20,40,60,1600,42.5,88.24,,,
6674,0445120138,6,1000,1600,20,40,60,1600,188.7,5.41,,,
6675,0445120138,7,1000,700,20,40,60,400,6.4,79.69,,,
6676,0445120138,13,1000,400,20,40,60,400,3.2,87.5,,,
6677,0445120138,32,1000,1200,20,40,60,2000,196.2,5.3,,,
6678,0445120139,2,1000,1600,20,40,,0,35,100,,,
6679,0445120139,3,1000,350,20,40,60,2000,,,,,
6680,0445120139,4,1000,1600,20,40,60,1600,42.5,88.24,,,
6681,0445120139,6,1000,1600,20,40,60,1600,188.7,5.41,,,
6682,0445120139,7,1000,700,20,40,60,400,6.4,79.69,,,
6683,0445120139,13,1000,400,20,40,60,400,3.2,87.5,,,
6684,0445120139,32,1000,1200,20,40,60,2000,196.2,5.3,,,
6685,0445120140,2,1000,1600,20,40,,0,41,100,,,
6686,0445120140,3,1000,350,20,40,60,2000,,,,,
6687,0445120140,4,1000,1600,20,40,60,3000,48.5,89.69,,,
6688,0445120140,6,1000,1600,20,40,60,3000,282.2,3.51,,,
6689,0445120140,7,1000,600,20,40,60,700,31.6,21.52,,,
6690,0445120140,11,1000,1000,40,90,60,160,3,83.33,,,
6691,0445120140,13,1000,250,20,40,60,1000,16.4,31.71,,,
6692,0445120141,2,1000,1600,20,40,,0,35,100,,,
6693,0445120141,3,1000,350,20,40,60,2000,,,,,
6694,0445120141,4,1000,1600,20,40,60,2000,42.5,88.24,,,
6695,0445120141,6,1000,1600,20,40,60,2000,227.1,4.62,,,
6696,0445120141,7,1000,1000,20,40,60,600,30.4,21.71,,,
6697,0445120141,11,1000,1000,40,60,60,280,2.2,86.36,,,
6698,0445120141,13,1000,250,20,40,60,1000,9.8,41.84,,,
6699,0445120142,2,1000,1600,20,40,,0,35,100,,,
6700,0445120142,3,1000,350,20,40,60,2000,,,,,
6701,0445120142,4,1000,1600,20,40,60,2000,42.5,88.24,,,
6702,0445120142,6,1000,1600,20,40,60,2000,217.5,6.34,,,
6703,0445120142,7,1000,1000,20,40,60,750,59.2,19.93,,,
6704,0445120142,11,1000,1000,40,60,60,250,3.3,90.91,,,
6705,0445120142,13,1000,250,20,40,60,800,7.8,70.51,,,
6706,0445120143,2,1000,1800,20,40,,0,37.5,100,,,
6707,0445120143,3,1000,350,20,40,60,2000,,,,,
6708,0445120143,4,1000,1800,20,40,60,2200,45,88.89,,,
6709,0445120143,6,1000,1800,20,40,60,2200,328,4.21,,,
6710,0445120143,7,1000,1400,20,40,60,900,108.6,13.72,,,
6711,0445120143,11,1000,1800,40,60,60,270,2.5,88,,,
6712,0445120143,13,1000,250,20,40,60,800,9.2,40.22,,,
6713,0445120144,2,1000,1600,20,40,,0,41,100,,,
6714,0445120144,3,1000,350,20,40,60,2450,,,,,
6715,0445120144,4,1000,1600,20,40,60,3000,48.5,89.69,,,
6716,0445120144,6,1000,1600,20,40,60,3000,277.3,4.4,,,
6717,0445120144,7,1000,600,20,40,60,700,34.1,19.94,,,
6718,0445120144,11,1000,1000,40,60,60,240,4,77.5,,,
6719,0445120144,13,1000,250,20,40,60,1000,18,28.89,,,
6720,0445120145,2,1000,1600,20,40,,0,40,100,,,
6721,0445120145,3,1000,350,20,40,60,1600,,,,,
6722,0445120145,4,1000,1600,20,40,60,2000,45,77.78,,,
6723,0445120145,6,1000,1600,20,40,60,2000,154.5,4.98,,,
6724,0445120145,10,1000,1000,20,40,60,750,54.2,15.31,,,
6725,0445120145,11,1000,1000,40,60,60,250,2.3,86.96,,,
6726,0445120145,13,1000,250,20,40,60,1000,17,40,,,
6727,0445120146,2,1000,1600,20,40,,0,35,100,,,
6728,0445120146,3,1000,350,20,40,60,1600,,,,,
6729,0445120146,4,1000,1600,20,40,60,2000,42.5,88.24,,,
6730,0445120146,6,1000,1600,20,40,60,2000,214.1,4.9,,,
6731,0445120146,7,1000,1000,20,40,60,750,56.7,15.34,,,
6732,0445120146,11,1000,1000,40,60,60,280,2.1,85.71,,,
6733,0445120146,13,1000,250,20,40,60,1000,12.6,35.71,,,
6734,0445120147,2,1000,1600,20,40,,0,37.5,100,,,
6735,0445120147,3,1000,350,20,40,60,2000,,,,,
6736,0445120147,4,1000,1600,20,40,60,2200,45,88.89,,,
6737,0445120147,6,1000,1600,20,40,60,2200,206.5,4.5,,,
6738,0445120147,7,1000,1000,20,40,60,600,48.4,14.05,,,
6739,0445120147,11,1000,1000,40,60,60,250,3.7,91.89,,,
6740,0445120147,13,1000,300,20,40,60,700,13.5,34.07,,,
6741,0445120148,2,1000,1600,20,40,,0,37.5,100,,,
6742,0445120148,3,1000,350,20,40,60,2000,,,,,
6743,0445120148,4,1000,1600,20,40,60,2200,45,88.89,,,
6744,0445120148,6,1000,1600,20,40,60,2200,171.5,4.9,,,
6745,0445120148,7,1000,1000,20,40,60,600,42.7,15.93,,,
6746,0445120148,11,1000,1000,40,60,60,250,3.2,90.63,,,
6747,0445120148,13,1000,300,20,40,60,700,13,35.38,,,
6748,0445120149,2,1000,1600,20,40,,0,35,100,,,
6749,0445120149,3,1000,350,20,40,60,2000,,,,,
6750,0445120149,4,1000,1600,20,40,60,2000,42.5,88.24,,,
6751,0445120149,6,1000,1600,20,40,60,2000,198.5,5.19,,,
6752,0445120149,7,1000,1000,20,40,60,600,27.1,28.78,,,
6753,0445120149,11,1000,1000,40,60,60,250,2.7,85.19,,,
6754,0445120149,13,1000,250,20,40,60,1000,9.8,46.94,,,
6755,0445120150,2,1000,1600,20,40,,0,35,100,,,
6756,0445120150,3,1000,350,20,40,60,2000,,,,,
6757,0445120150,4,1000,1600,20,40,60,2000,42.5,88.24,,,
6758,0445120150,6,1000,1600,20,40,60,2000,152.5,6.82,,,
6759,0445120150,7,1000,1000,20,40,60,600,31,26.45,,,
6760,0445120150,11,1000,1000,40,60,60,250,3.1,90.32,,,
6761,0445120150,13,1000,250,20,40,60,1000,12.9,45.74,,,
6762,0445120151,2,1000,500,20,40,,0,33,100,,,
6763,0445120151,3,1000,350,20,40,60,2000,,,,,
6764,0445120151,4,1000,1400,20,40,60,1700,35.5,85.92,,,
6765,0445120151,6,1000,1400,20,40,60,1700,168.5,3.92,,,
6766,0445120151,7,1000,600,20,40,60,700,32.9,17.63,,,
6767,0445120151,11,1000,1000,40,60,60,280,6.1,83.61,,,
6768,0445120151,13,1000,250,20,40,60,800,8.6,60.47,,,
6769,0445120151,31,1000,1400,20,40,,0,33,100,,,
6770,0445120152,2,1000,500,20,40,,0,33,100,,,
6771,0445120152,3,1000,350,20,40,60,2000,,,,,
6772,0445120152,4,1000,1600,20,40,60,1700,40.5,87.65,,,
6773,0445120152,6,1000,1600,20,40,60,1700,152.7,4.52,,,
6774,0445120152,7,1000,600,20,40,60,700,34.6,16.76,,,
6775,0445120152,11,1000,1000,40,60,60,160,3.1,80.65,,,
6776,0445120152,13,1000,250,20,40,60,800,10.7,48.6,,,
6777,0445120152,31,1000,1600,20,40,,0,33,100,,,
6778,0445120153,2,1000,1600,20,40,,0,32.5,100,,,
6779,0445120153,3,1000,350,20,40,60,2000,,,,,
6780,0445120153,4,1000,1600,20,40,60,2000,40,87.5,,,
6781,0445120153,6,1000,1600,20,40,60,2000,205.5,4.91,,,
6782,0445120153,7,1000,1000,20,40,60,600,27,28.89,,,
6783,0445120153,11,1000,1000,40,60,60,290,2.8,89.29,,,
6784,0445120153,13,1000,250,20,40,60,1000,9.3,46.24,,,
6785,0445120154,2,1000,1600,20,40,,0,35,100,,,
6786,0445120154,3,1000,350,20,40,60,2000,,,,,
6787,0445120154,4,1000,1600,20,40,60,2200,37.5,86.67,,,
6788,0445120154,6,1000,1600,20,40,60,2200,348.2,4.31,,,
6789,0445120154,7,1000,1000,20,40,60,900,88.1,12.49,,,
6790,0445120154,11,1000,1000,40,90,60,290,3,90,,,
6791,0445120154,13,1000,250,20,40,60,800,6.6,75.76,,,
6792,0445120155,2,1000,1800,20,40,,0,37.5,100,,,
6793,0445120155,3,1000,350,20,40,60,2000,,,,,
6794,0445120155,4,1000,1800,20,40,60,1800,45,88.89,,,
6795,0445120155,6,1000,1800,20,40,60,1800,268.1,5.11,,,
6796,0445120155,7,1000,1400,20,40,60,900,106.8,13.95,,,
6797,0445120155,11,1000,1800,40,90,60,270,3,86.67,,,
6798,0445120155,13,1000,250,20,40,60,800,8.8,42.05,,,
6799,0445120156,2,1000,1600,20,40,,0,35,100,,,
6800,0445120156,3,1000,350,20,40,60,2000,,,,,
6801,0445120156,4,1000,1600,20,40,60,2000,42.5,88.24,,,
6802,0445120156,6,1000,1600,20,40,60,2000,208.1,6.2,,,
6803,0445120156,7,1000,1000,20,40,60,600,36.2,27.35,,,
6804,0445120156,11,1000,1000,40,60,60,250,2.7,88.89,,,
6805,0445120156,13,1000,250,20,40,60,1000,14,43.57,,,
6806,0445120157,2,1000,1800,20,40,,0,25,100,,,
6807,0445120157,3,1000,350,20,40,60,2000,,,,,
6808,0445120157,4,1000,1800,20,40,60,1800,37.5,86.67,,,
6809,0445120157,6,1000,1800,20,40,60,1800,212.4,4.66,,,
6810,0445120157,7,1000,1000,20,40,60,600,22.8,28.51,,,
6811,0445120157,11,1000,1000,40,60,60,290,2.5,88,,,
6812,0445120157,13,1000,250,20,40,60,1000,13.3,45.11,,,
6813,0445120159,2,1000,500,20,40,,0,41,100,,,
6814,0445120159,3,1000,350,20,40,60,2000,,,,,
6815,0445120159,4,1000,1350,20,40,60,3000,48.5,89.69,,,
6816,0445120159,6,1000,1350,20,40,60,3000,287.9,4.24,,,
6817,0445120159,7,1000,600,20,40,60,700,30.7,22.15,,,
6818,0445120159,11,1000,1000,40,60,60,290,7,58.57,,,
6819,0445120159,13,1000,250,20,40,60,1000,13.4,38.81,,,
6820,0445120159,31,1000,1350,20,40,,0,41,100,,,
6821,0445120160,2,1000,1600,20,40,,0,35,100,,,
6822,0445120160,3,1000,350,20,40,60,2000,,,,,
6823,0445120160,4,1000,1600,20,40,60,2000,42.5,88.24,,,
6824,0445120160,6,1000,1600,20,40,60,2000,255.1,5.96,,,
6825,0445120160,7,1000,1000,20,40,60,600,32.2,25.78,,,
6826,0445120160,11,1000,1000,40,60,60,250,2.9,89.66,,,
6827,0445120160,13,1000,250,20,40,60,1000,12.4,47.58,,,
6828,0445120161,2,1000,500,20,40,,0,24.5,100,,,
6829,0445120161,3,1000,350,20,40,60,2000,,,,,
6830,0445120161,4,1000,1800,20,40,60,1700,32,84.38,,,
6831,0445120161,6,1000,1800,20,40,60,1700,147.2,4.21,,,
6832,0445120161,7,1000,600,20,40,60,700,27.1,20.66,,,
6833,0445120161,11,1000,1400,40,60,60,240,2.1,80.95,,,
6834,0445120161,13,1000,250,20,40,60,800,10.4,46.15,,,
6835,0445120161,31,1000,1800,20,40,,0,24.5,100,,,
6836,0445120162,2,1000,1800,20,40,,0,26,100,,,
6837,0445120162,3,1000,350,20,40,60,2000,,,,,
6838,0445120162,4,1000,1800,20,40,60,2000,36,86.11,,,
6839,0445120162,11,1000,1800,40,60,60,270,2.7,88.89,,,
6840,0445120162,15,1000,1800,20,40,60,2000,187.6,6.18,,,
6841,0445120162,17,1000,1000,20,40,60,600,31.3,27.48,,,
6842,0445120162,19,1000,300,20,40,60,700,9.9,74.75,,,
6843,0445120163,2,1000,1600,20,40,,0,35,100,,,
6844,0445120163,3,1000,350,20,40,60,2000,,,,,
6845,0445120163,4,1000,1600,20,40,60,2000,42.5,88.24,,,
6846,0445120163,6,1000,1600,20,40,60,2000,180.6,6.04,,,
6847,0445120163,7,1000,1000,20,40,60,600,31.3,26.52,,,
6848,0445120163,11,1000,1000,40,60,60,250,3.1,90.32,,,
6849,0445120163,13,1000,250,20,40,60,1000,12.3,49.59,,,
6850,0445120164,2,1000,1600,20,40,,0,35,100,,,
6851,0445120164,3,1000,350,20,40,60,2000,,,,,
6852,0445120164,4,1000,1600,20,40,60,2000,42.5,88.24,,,
6853,0445120164,6,1000,1600,20,40,60,2000,179.5,6.02,,,
6854,0445120164,7,1000,1000,20,40,60,600,36.5,22.47,,,
6855,0445120164,11,1000,1000,40,60,60,250,3.3,90.91,,,
6856,0445120164,13,1000,250,20,40,60,1000,14.7,38.78,,,
6857,0445120165,2,1000,1600,20,40,,0,35,100,,,
6858,0445120165,3,1000,1400,20,40,60,800,,,,,
6859,0445120165,4,1000,1600,20,40,60,2000,37.5,86.67,,,
6860,0445120165,6,1000,1600,20,40,60,2000,157.6,6.22,,,
6861,0445120165,7,1000,1000,20,40,60,600,34.4,23.55,,,
6862,0445120165,11,1000,1000,40,60,60,250,3.3,90.91,,,
6863,0445120165,13,1000,250,20,40,60,1000,15,38,,,
6864,0445120166,2,1000,1350,20,40,,0,,,,,
6865,0445120166,3,1000,1600,20,40,60,2000,,,,,
6866,0445120166,4,1000,1600,20,40,60,2000,50,90,,,
6867,0445120166,6,1000,1600,20,40,60,2000,252.6,6.81,,,
6868,0445120166,7,1000,1000,20,40,60,600,35.2,28.69,,,
6869,0445120166,11,1000,1000,40,60,60,270,3.2,90.62,,,
6870,0445120166,13,1000,250,20,40,60,1000,13.2,56.06,,,
6871,0445120167,2,1000,1800,20,40,,0,25,100,,,
6872,0445120167,3,1000,350,20,40,60,2000,,,,,
6873,0445120167,4,1000,1800,20,40,60,2000,37.5,86.67,,,
6874,0445120167,6,1000,1800,20,40,60,2000,163.4,6.12,,,
6875,0445120167,7,1000,1400,20,40,60,600,41.6,21.15,,,
6876,0445120167,11,1000,1800,40,60,60,260,2.8,85.71,,,
6877,0445120167,13,1000,250,20,40,60,1000,17.9,23.46,,,
6878,0445120168,2,1000,1800,20,40,,0,25,100,,,
6879,0445120168,3,1000,350,20,40,60,2000,,,,,
6880,0445120168,4,1000,1800,20,40,60,2000,32.5,84.62,,,
6881,0445120168,6,1000,1800,20,40,60,2000,222.3,4.59,,,
6882,0445120168,7,1000,1000,20,40,60,600,29.4,22.45,,,
6883,0445120168,11,1000,1800,40,60,60,270,3.1,90.32,,,
6884,0445120168,13,1000,250,20,40,60,1000,16.8,26.79,,,
6885,0445120169,2,1000,1600,20,40,,0,35,100,,,
6886,0445120169,3,1000,350,20,40,60,2000,,,,,
6887,0445120169,4,1000,1600,20,40,60,2000,42.5,88.24,,,
6888,0445120169,6,1000,1600,20,40,60,2000,198.5,5.19,,,
6889,0445120169,7,1000,1000,20,40,60,600,27.1,28.78,,,
6890,0445120169,11,1000,1000,40,60,60,250,2.7,85.19,,,
6891,0445120169,13,1000,250,20,40,60,1000,9.8,46.94,,,
6892,0445120170,2,1000,1600,20,40,,0,35,100,,,
6893,0445120170,3,1000,350,20,40,60,2000,,,,,
6894,0445120170,4,1000,1600,20,40,60,2000,42.5,88.24,,,
6895,0445120170,6,1000,1600,20,40,60,2000,226.5,4.99,,,
6896,0445120170,7,1000,1000,20,40,60,600,23.7,32.91,,,
6897,0445120170,11,1000,1000,40,60,60,250,2.9,86.21,,,
6898,0445120170,13,1000,250,20,40,60,1000,8.9,51.69,,,
6899,0445120173,2,1000,1600,20,40,,0,30,100,,,
6900,0445120173,3,1000,350,20,40,60,2000,,,,,
6901,0445120173,4,1000,1600,20,40,60,1150,37.5,86.67,,,
6902,0445120173,6,1000,1600,20,40,60,1150,125.6,5.89,,,
6903,0445120173,7,1000,1000,20,40,60,600,35.7,21.01,,,
6904,0445120173,11,1000,1000,40,60,60,200,2.9,89.66,,,
6905,0445120173,13,1000,370,20,40,60,500,5.2,92.31,,,
6906,0445120174,2,1000,1600,20,40,,0,30,100,,,
6907,0445120174,3,1000,350,20,40,60,2000,,,,,
6908,0445120174,4,1000,1600,20,40,60,1150,37.5,86.67,,,
6909,0445120174,6,1000,1600,20,40,60,1150,125.6,5.89,,,
6910,0445120174,7,1000,1000,20,40,60,600,35.7,21.01,,,
6911,0445120174,11,1000,1000,40,60,60,200,2.9,89.66,,,
6912,0445120174,13,1000,370,20,40,60,500,5.2,92.31,,,
6913,0445120175,2,1000,1600,20,40,,0,30,100,,,
6914,0445120175,3,1000,350,20,40,60,2000,,,,,
6915,0445120175,4,1000,1600,20,40,60,1100,37.5,86.67,,,
6916,0445120175,6,1000,1600,20,40,60,1100,123.5,4.37,,,
6917,0445120175,7,1000,1000,20,40,60,600,39.3,16.28,,,
6918,0445120175,11,1000,1000,40,60,60,200,2.6,88.46,,,
6919,0445120175,13,1000,370,20,40,60,500,5.3,58.49,,,
6920,0445120176,2,1000,1600,20,40,,0,30,100,,,
6921,0445120176,3,1000,350,20,40,60,2000,,,,,
6922,0445120176,4,1000,1600,20,40,60,1100,37.5,86.67,,,
6923,0445120176,6,1000,1600,20,40,60,1100,123.5,4.37,,,
6924,0445120176,7,1000,1000,20,40,60,600,39.3,16.28,,,
6925,0445120176,11,1000,1000,40,60,60,200,2.6,88.46,,,
6926,0445120176,13,1000,370,20,40,60,500,5.3,58.49,,,
6927,0445120177,2,1000,500,20,40,,0,24.5,100,,,
6928,0445120177,3,1000,350,20,40,60,2000,,,,,
6929,0445120177,4,1000,1800,20,40,60,1700,47,68.09,,,
6930,0445120177,6,1000,1800,20,40,60,1700,138.5,6.14,,,
6931,0445120177,7,1000,600,20,40,60,700,26,22.69,,,
6932,0445120177,11,1000,1400,40,60,60,250,2.3,82.61,,,
6933,0445120177,13,1000,250,20,40,60,800,9.9,56.57,,,
6934,0445120177,31,1000,1800,20,40,,0,24.5,100,,,
6935,0445120178,2,1000,1800,20,40,,0,25,100,,,
6936,0445120178,3,1000,350,20,40,60,2000,,,,,
6937,0445120178,4,1000,1800,20,40,60,2000,32.5,84.62,,,
6938,0445120178,6,1000,1800,20,40,60,2000,154.6,6.66,,,
6939,0445120178,7,1000,1000,20,40,60,600,30.4,26.32,,,
6940,0445120178,11,1000,1000,40,60,60,280,3.1,87.1,,,
6941,0445120178,13,1000,250,20,40,60,1000,17.6,36.93,,,
6942,0445120179,2,1000,500,20,40,,0,30,100,,,
6943,0445120179,3,1000,350,20,40,60,2000,,,,,
6944,0445120179,4,1000,1800,20,40,60,1800,51,90.2,,,
6945,0445120179,6,1000,1800,20,40,60,1800,268,4.29,,,
6946,0445120179,7,1000,1400,20,40,60,900,107.7,13.83,,,
6947,0445120179,11,1000,1800,40,60,60,270,2.9,86.21,,,
6948,0445120179,13,1000,250,20,40,60,800,8.7,42.53,,,
6949,0445120179,31,1000,1800,20,40,,0,30,100,,,
6950,0445120180,2,1000,500,20,40,,0,30,100,,,
6951,0445120180,3,1000,350,20,40,60,2000,,,,,
6952,0445120180,4,1000,1800,20,40,60,2200,50,80,,,
6953,0445120180,6,1000,1800,20,40,60,2200,332.1,4.13,,,
6954,0445120180,7,1000,1400,20,40,60,900,109,13.67,,,
6955,0445120180,11,1000,1800,40,60,60,270,3.1,80.65,,,
6956,0445120180,13,1000,250,20,40,60,800,8.8,42.05,,,
6957,0445120180,31,1000,1800,20,40,,0,30,100,,,
6958,0445120182,2,1000,500,20,40,,0,35,100,,,
6959,0445120182,3,1000,350,20,40,60,2000,,,,,
6960,0445120182,4,1000,1600,20,40,60,2000,42.5,88.24,,,
6961,0445120182,6,1000,1600,20,40,60,2000,173.8,5.29,,,
6962,0445120182,7,1000,1000,20,40,60,600,38.9,20.82,,,
6963,0445120182,11,1000,1000,40,60,60,250,3.2,84.38,,,
6964,0445120182,13,1000,250,20,40,60,1000,14.8,33.78,,,
6965,0445120182,31,1000,1600,20,40,,0,35,100,,,
6966,0445120183,2,1000,500,20,40,,0,35,100,,,
6967,0445120183,3,1000,350,20,40,60,2000,,,,,
6968,0445120183,4,1000,1600,20,40,60,2000,42.5,88.24,,,
6969,0445120183,6,1000,1600,20,40,60,2000,173.8,5.29,,,
6970,0445120183,7,1000,1000,20,40,60,600,38.9,20.82,,,
6971,0445120183,11,1000,1000,40,60,60,250,3.2,84.38,,,
6972,0445120183,13,1000,250,20,40,60,1000,14.8,33.78,,,
6973,0445120183,31,1000,1600,20,40,,0,35,100,,,
6974,0445120184,2,1000,500,20,40,,0,24.5,100,,,
6975,0445120184,3,1000,350,20,40,60,2000,,,,,
6976,0445120184,4,1000,1800,20,40,60,1700,32,84.38,,,
6977,0445120184,11,1000,1400,40,60,60,240,2.3,73.91,,,
6978,0445120184,15,1000,1800,20,40,60,1700,149.2,8.31,,,
6979,0445120184,16,1000,250,20,40,60,800,10.8,88.89,,,
6980,0445120184,17,1000,600,20,40,60,700,28.6,39.16,,,
6981,0445120184,31,1000,1800,20,40,,0,24.5,100,,,
6982,0445120185,2,1000,500,20,40,,0,24.5,100,,,
6983,0445120185,3,1000,350,20,40,60,2000,,,,,
6984,0445120185,4,1000,1800,20,40,60,1700,39.5,49.37,,,
6985,0445120185,11,1000,1400,40,60,60,240,2.1,80.95,,,
6986,0445120185,15,1000,1800,20,40,60,1700,147.8,5.28,,,
6987,0445120185,16,1000,250,20,40,60,800,9.8,66.33,,,
6988,0445120185,17,1000,600,20,40,60,700,27,27.04,,,
6989,0445120185,31,1000,1800,20,40,,0,24.5,100,,,
