id,pump_code,test_name,vacuum,adjusting_time,measuring_time,motor_speed,target_pressure,min_direct_flow,max_direct_flow,min_back_flow,max_back_flow,regulator_current,pcv_current,calibration_min_i,calibration_max_i,calibration_i1,calibration_i2,calibration_i_offset,is_custom
79,21229831,4,TRUE,10,20,2000,2000,37.8,109.8,,,,,,,,,-0.64,FALSE
80,21229831,5,TRUE,10,20,200,350,12.36,,,,0,,,,,,,FALSE
81,21229831,7,TRUE,10,20,2000,2000,129.6,,,,0,,,,,,,FALSE
82,21229831,10,TRUE,10,20,3500,0,,0.84,,,2.1,,,,,,,FALSE
83,21276943,1,FALSE,60,,500,0,,,,,0,,,,,,,FALSE
84,21276943,2,TRUE,60,,2000,500,,,,,0,,,,,,,FALSE
85,21276943,3,TRUE,10,20,600,250,1.8,3.6,,,,,0.95,1.15,0.95,1,,FALSE
86,21276943,4,TRUE,10,20,2000,2000,37.8,109.8,,,,,,,,,-0.41,FALSE
87,21276943,5,TRUE,10,20,200,350,12.36,,,,0,,,,,,,FALSE
88,21276943,7,TRUE,10,20,2000,2000,129.6,,,,0,,,,,,,FALSE
89,21276943,10,TRUE,10,20,3500,0,,0.84,,,1.3,,,,,,,FALSE
90,28212378,1,FALSE,60,,500,0,,,,,0,,,,,,,FALSE
91,28212378,2,TRUE,60,,2000,500,,,,,0,,,,,,,FALSE
92,28212378,6,TRUE,10,20,120,1000,1.8,3.6,,,0,,,,,,,FALSE
93,28212378,7,TRUE,10,20,550,225,19.68,26.52,,,0,,,,,,,FALSE
94,28212378,8,TRUE,10,20,1500,1800,48,60,,,0,,,,,,,FALSE
95,28212378,9,TRUE,10,20,2500,1800,86.28,100.8,,,0,,,,,,,FALSE
96,28212378,10,TRUE,10,20,2000,1000,73.2,85.2,,,0,,,,,,,FALSE
97,28212378,11,TRUE,10,20,2000,1000,42,58.2,,,0.7,,,,,,,FALSE
98,28212378,12,TRUE,10,20,2000,0,0,0.18,,,1.3,,,,,,,FALSE
99,28237090,1,FALSE,60,,500,0,,,,,0,,,,,,,FALSE
100,28237090,2,TRUE,60,,2000,500,,,,,0,,,,,,,FALSE
101,28237090,6,TRUE,10,20,120,1000,0.6,2.4,,,0,,,,,,,FALSE
102,28237090,7,TRUE,10,20,550,225,15.72,22.92,,,0,,,,,,,FALSE
103,28237090,8,TRUE,10,20,1500,1600,36.6,51.6,,,0,,,,,,,FALSE
104,28237090,9,TRUE,10,20,2500,1600,54,72,,,0,,,,,,,FALSE
105,28237090,10,TRUE,10,20,2000,1000,47.4,59.4,,,0.4,,,,,,,FALSE
106,28237090,11,TRUE,10,20,2000,1000,13.8,27.6,,,0.7,,,,,,,FALSE
107,28237090,12,TRUE,10,20,2000,0,0,0.18,,,1.3,,,,,,,FALSE
108,28244458,1,FALSE,60,,500,0,,,,,0,,,,,,,FALSE
109,28244458,2,TRUE,60,,2000,500,,,,,0,,,,,,,FALSE
110,28244458,6,TRUE,10,20,120,1000,1.2,3,,,0,,,,,,,FALSE
111,28244458,7,TRUE,10,20,550,225,19.68,26.52,,,0,,,,,,,FALSE
112,28244458,8,TRUE,10,20,1500,1800,42,60,,,0,,,,,,,FALSE
113,28244458,9,TRUE,10,20,2500,1800,84.24,103.2,,,0,,,,,,,FALSE
114,28244458,10,TRUE,10,20,2000,1000,73.2,85.2,,,0,,,,,,,FALSE
115,28244458,11,TRUE,10,20,2000,1000,24,36,,,0.7,,,,,,,FALSE
116,28244458,12,TRUE,10,20,2000,0,0,0.18,,,1.3,,,,,,,FALSE
117,28249008,1,FALSE,60,,500,0,,,,,0,,,,,,,FALSE
118,28249008,2,FALSE,60,,2000,500,,,,,0,,,,,,,FALSE
119,28249008,5,FALSE,10,20,120,232,1.8,6,,,0,,,,,,,FALSE
120,28249008,6,FALSE,10,20,120,1000,1.2,2.64,,,0,,,,,,,FALSE
121,28249008,7,FALSE,10,20,550,230,19.38,25.56,,,0,,,,,,,FALSE
122,28249008,8,FALSE,10,20,1500,1800,43.2,61.2,,,0,,,,,,,FALSE
123,28249008,9,FALSE,10,20,2500,1800,81,99,,,0,,,,,,,FALSE
124,28249008,10,FALSE,10,20,2000,1000,63,75,,,0.5,,,,,,,FALSE
125,28249008,11,FALSE,10,20,2000,1000,18.96,32.88,,,0.7,,,,,,,FALSE
126,28249008,12,FALSE,10,20,2000,0,0,0.18,,,1.3,,,,,,,FALSE
127,28252614,1,FALSE,60,,500,0,,,,,0,,,,,,,FALSE
128,28252614,2,FALSE,60,,2000,500,,,,,0,,,,,,,FALSE
129,28252614,5,FALSE,10,20,120,232,1.8,6,,,0,,,,,,,FALSE
130,28252614,6,FALSE,10,20,120,1000,1.8,3.24,,,0,,,,,,,FALSE
131,28252614,7,FALSE,10,20,550,230,19.38,25.56,,,0,,,,,,,FALSE
132,28252614,8,FALSE,10,20,1500,1800,43.2,61.2,,,0,,,,,,,FALSE
133,28252614,9,FALSE,10,20,2500,1800,81,99,,,0,,,,,,,FALSE
134,28252614,10,FALSE,10,20,2000,1000,69,78,,,0.5,,,,,,,FALSE
135,28252614,11,FALSE,10,20,2000,1000,24.96,38.88,,,0.7,,,,,,,FALSE
136,28252614,12,FALSE,10,20,2000,0,0,0.18,,,1.3,,,,,,,FALSE
137,28261917,1,FALSE,60,,500,0,,,,,0,,,,,,,FALSE
138,28261917,2,FALSE,60,,2000,500,,,,,0,,,,,,,FALSE
139,28261917,5,FALSE,10,20,120,232,1.8,6,,,0,,,,,,,FALSE
140,28261917,6,FALSE,10,20,120,1000,1.2,2.64,,,0,,,,,,,FALSE
141,28261917,7,FALSE,10,20,550,230,19.38,25.56,,,0,,,,,,,FALSE
142,28261917,8,FALSE,10,20,1500,1800,43.2,61.2,,,0,,,,,,,FALSE
143,28261917,9,FALSE,10,20,2500,1800,81,99,,,0,,,,,,,FALSE
144,28261917,10,FALSE,10,20,2000,1000,63,75,,,0.5,,,,,,,FALSE
145,28261917,11,FALSE,10,20,2000,1000,18.96,32.88,,,0.7,,,,,,,FALSE
146,28261917,12,FALSE,10,20,2000,0,0,0.18,,,1.3,,,,,,,FALSE
147,28269520,1,FALSE,60,,500,0,,,,,0,,,,,,,FALSE
148,28269520,2,TRUE,60,,2000,500,,,,,0,,,,,,,FALSE
149,28269520,6,TRUE,10,20,120,1000,1.8,4.2,,,0,,,,,,,FALSE
150,28269520,7,TRUE,10,20,550,225,26.52,36.24,,,0,,,,,,,FALSE
151,28269520,8,TRUE,10,20,1500,1800,60,88.8,,,0,,,,,,,FALSE
152,28269520,9,TRUE,10,20,2500,1800,114.24,141.6,,,0,,,,,,,FALSE
153,28269520,10,TRUE,10,20,2000,1000,97.2,121.2,,,0,,,,,,,FALSE
154,28269520,11,TRUE,10,20,2000,1000,24,50.4,,,0.7,,,,,,,FALSE
155,28269520,12,TRUE,10,20,2000,0,0,0.18,,,1.3,,,,,,,FALSE
156,28283960,1,FALSE,60,,500,0,,,,,0,,,,,,,FALSE
157,28283960,2,TRUE,60,,2000,500,,,,,0,,,,,,,FALSE
158,28283960,6,TRUE,10,20,120,1000,0.6,2.4,,,0,,,,,,,FALSE
159,28283960,7,TRUE,10,20,550,225,15.72,22.92,,,0,,,,,,,FALSE
160,28283960,8,TRUE,10,20,1500,1600,36.6,51.6,,,0,,,,,,,FALSE
161,28283960,9,TRUE,10,20,2500,1600,54,72,,,0,,,,,,,FALSE
162,28283960,10,TRUE,10,20,2000,1000,47.4,59.4,,,0.4,,,,,,,FALSE
163,28283960,11,TRUE,10,20,2000,1000,13.8,27.6,,,0.7,,,,,,,FALSE
164,28283960,12,TRUE,10,20,2000,0,0,0.18,,,1.3,,,,,,,FALSE
165,28284022,1,FALSE,60,,500,0,,,,,0,,,,,,,FALSE
166,28284022,2,TRUE,60,,2000,500,,,,,0,,,,,,,FALSE
167,28284022,6,TRUE,10,20,120,1000,0.6,2.4,,,0,,,,,,,FALSE
168,28284022,7,TRUE,10,20,550,225,15.72,22.92,,,0,,,,,,,FALSE
169,28284022,8,TRUE,10,20,1500,1600,36.6,51.6,,,0,,,,,,,FALSE
170,28284022,9,TRUE,10,20,2500,1600,54,72,,,0,,,,,,,FALSE
171,28284022,10,TRUE,10,20,2000,1000,47.4,59.4,,,0.4,,,,,,,FALSE
172,28284022,11,TRUE,10,20,2000,1000,13.8,27.6,,,0.7,,,,,,,FALSE
173,28284022,12,TRUE,10,20,2000,0,0,0.18,,,1.3,,,,,,,FALSE
174,28285432,1,FALSE,60,,500,0,,,,,0,,,,,,,FALSE
175,28285432,2,TRUE,60,,2000,500,,,,,0,,,,,,,FALSE
176,28285432,6,TRUE,10,20,120,1000,1.2,3,,,0,,,,,,,FALSE
177,28285432,7,TRUE,10,20,550,225,13.92,25.56,,,0,,,,,,,FALSE
178,28285432,8,TRUE,10,20,1500,1600,36.6,53.4,,,0,,,,,,,FALSE
179,28285432,9,TRUE,10,20,2500,1600,54,72,,,0,,,,,,,FALSE
180,28285432,10,TRUE,10,20,2000,1000,47.4,59.4,,,0.4,,,,,,,FALSE
181,28285432,11,TRUE,10,20,2000,1000,12.6,27.6,,,0.7,,,,,,,FALSE
182,28285432,12,TRUE,10,20,2000,0,0,0.18,,,1.3,,,,,,,FALSE
183,28297640,1,FALSE,60,,500,0,,,,,0,,,,,,,FALSE
184,28297640,2,FALSE,60,,2000,500,,,,,0,,,,,,,FALSE
185,28297640,5,FALSE,10,20,120,232,1.8,6,,,0,,,,,,,FALSE
186,28297640,6,FALSE,10,20,120,1000,1.2,2.64,,,0,,,,,,,FALSE
187,28297640,7,FALSE,10,20,550,230,19.38,25.56,,,0,,,,,,,FALSE
188,28297640,8,FALSE,10,20,1500,1800,43.2,61.2,,,0,,,,,,,FALSE
189,28297640,9,FALSE,10,20,2500,1800,81,99,,,0,,,,,,,FALSE
190,28297640,10,FALSE,10,20,2000,1000,63,75,,,0.5,,,,,,,FALSE
191,28297640,11,FALSE,10,20,2000,1000,18.96,32.88,,,0.7,,,,,,,FALSE
192,28297640,12,FALSE,10,20,2000,0,0,0.18,,,1.3,,,,,,,FALSE
193,28302063,1,FALSE,60,,500,0,,,,,0,,,,,,,FALSE
194,28302063,2,FALSE,60,,2000,500,,,,,0,,,,,,,FALSE
195,28302063,5,FALSE,10,20,120,232,1.8,6,,,0,,,,,,,FALSE
196,28302063,6,FALSE,10,20,120,1000,1.2,2.64,,,0,,,,,,,FALSE
197,28302063,7,FALSE,10,20,550,230,19.38,25.56,,,0,,,,,,,FALSE
198,28302063,8,FALSE,10,20,1500,1800,43.2,61.2,,,0,,,,,,,FALSE
199,28302063,9,FALSE,10,20,2500,1800,81,99,,,0,,,,,,,FALSE
200,28302063,10,FALSE,10,20,2000,1000,63,75,,,0.5,,,,,,,FALSE
201,28302063,11,FALSE,10,20,2000,1000,18.96,32.88,,,0.7,,,,,,,FALSE
202,28302063,12,FALSE,10,20,2000,0,0,0.18,,,1.3,,,,,,,FALSE
203,28307889,1,FALSE,60,,500,0,,,,,0,,,,,,,FALSE
204,28307889,2,TRUE,60,,2000,500,,,,,0,,,,,,,FALSE
205,28307889,6,TRUE,10,20,120,1000,1.2,3,,,0,,,,,,,FALSE
206,28307889,7,TRUE,10,20,550,225,19.68,26.52,,,0,,,,,,,FALSE
207,28307889,8,TRUE,10,20,1500,1800,42,60,,,0,,,,,,,FALSE
208,28307889,9,TRUE,10,20,2500,1800,84.24,103.2,,,0,,,,,,,FALSE
209,28307889,10,TRUE,10,20,2000,1000,73.2,85.2,,,0,,,,,,,FALSE
210,28307889,11,TRUE,10,20,2000,1000,24,36,,,0.7,,,,,,,FALSE
211,28307889,12,TRUE,10,20,2000,0,0,0.18,,,1.3,,,,,,,FALSE
212,28343143,1,FALSE,60,,500,0,,,,,0,,,,,,,FALSE
213,28343143,2,FALSE,60,,2000,500,,,,,0,,,,,,,FALSE
214,28343143,5,FALSE,10,20,120,232,1.8,6,,,0,,,,,,,FALSE
215,28343143,6,FALSE,10,20,120,1000,1.2,2.64,,,0,,,,,,,FALSE
216,28343143,7,FALSE,10,20,550,230,19.38,25.56,,,0,,,,,,,FALSE
217,28343143,8,FALSE,10,20,1500,1800,43.2,61.2,,,0,,,,,,,FALSE
218,28343143,9,FALSE,10,20,2500,1800,81,99,,,0,,,,,,,FALSE
219,28343143,10,FALSE,10,20,2000,1000,63,75,,,0.5,,,,,,,FALSE
220,28343143,11,FALSE,10,20,2000,1000,18.96,32.88,,,0.7,,,,,,,FALSE
221,28343143,12,FALSE,10,20,2000,0,0,0.18,,,1.3,,,,,,,FALSE
222,28351705,1,FALSE,60,,500,0,,,,,0,,,,,,,FALSE
223,28351705,2,TRUE,60,,2000,500,,,,,0,,,,,,,FALSE
224,28351705,6,TRUE,10,20,120,1000,1.2,3,,,0,,,,,,,FALSE
225,28351705,7,TRUE,10,20,550,225,13.92,25.56,,,0,,,,,,,FALSE
226,28351705,8,TRUE,10,20,1500,1600,36.6,53.4,,,0,,,,,,,FALSE
227,28351705,9,TRUE,10,20,2500,1600,54,72,,,0,,,,,,,FALSE
228,28351705,10,TRUE,10,20,2000,1000,47.4,59.4,,,0.4,,,,,,,FALSE
229,28351705,11,TRUE,10,20,2000,1000,12.6,27.6,,,0.7,,,,,,,FALSE
230,28351705,12,TRUE,10,20,2000,0,0,0.18,,,1.3,,,,,,,FALSE
231,28435244,1,FALSE,60,,500,0,,,,,0,,,,,,,FALSE
232,28435244,2,TRUE,60,,2000,500,,,,,0,,,,,,,FALSE
233,28435244,6,TRUE,10,20,120,1000,1.8,4.2,,,0,,,,,,,FALSE
234,28435244,7,TRUE,10,20,550,225,26.52,36.24,,,0,,,,,,,FALSE
235,28435244,8,TRUE,10,20,1500,1800,60,88.8,,,0,,,,,,,FALSE
236,28435244,9,TRUE,10,20,2500,1800,114.24,141.6,,,0,,,,,,,FALSE
237,28435244,10,TRUE,10,20,2000,1000,97.2,121.2,,,0,,,,,,,FALSE
238,28435244,11,TRUE,10,20,2000,1000,24,50.4,,,0.7,,,,,,,FALSE
239,28435244,12,TRUE,10,20,2000,0,0,0.18,,,1.3,,,,,,,FALSE
240,28447439,1,FALSE,60,,500,0,,,,,0,,,,,,,FALSE
241,28447439,2,FALSE,60,,2000,500,,,,,0,,,,,,,FALSE
242,28447439,5,FALSE,10,20,120,232,1.8,6,,,0,,,,,,,FALSE
243,28447439,6,FALSE,10,20,120,1000,1.8,3.24,,,0,,,,,,,FALSE
244,28447439,7,FALSE,10,20,550,230,19.38,25.56,,,0,,,,,,,FALSE
245,28447439,8,FALSE,10,20,1500,1800,43.2,61.2,,,0,,,,,,,FALSE
246,28447439,9,FALSE,10,20,2500,1800,81,99,,,0,,,,,,,FALSE
247,28447439,10,FALSE,10,20,2000,1000,69,78,,,0.5,,,,,,,FALSE
248,28447439,11,FALSE,10,20,2000,1000,24.96,38.88,,,0.7,,,,,,,FALSE
249,28447439,12,FALSE,10,20,2000,0,0,0.18,,,1.3,,,,,,,FALSE
250,1310111150,1,FALSE,60,,500,0,,,,,0,,,,,,,FALSE
251,1310111150,2,TRUE,60,,2000,500,,,,,0,,,,,,,FALSE
252,1310111150,3,TRUE,10,20,350,250,0.522,1.572,,,,,1.56,1.96,1.66,1.71,,FALSE
253,1310111150,4,TRUE,10,20,2000,2000,24.6,55.8,,,,,,,,,-0.48,FALSE
254,1310111150,5,TRUE,10,20,100,350,3.96,,,,0,,,,,,,FALSE
255,1310111150,7,TRUE,10,20,2000,2000,86.4,,,,0,,,,,,,FALSE
256,1310111150,10,TRUE,10,20,2500,0,,0.6,,,2.2,,,,,,,FALSE
257,3310045700,1,FALSE,60,,500,0,,,,,0,,,,,,,FALSE
258,3310045700,2,TRUE,60,,2000,500,,,,,0,,,,,,,FALSE
259,3310045700,3,TRUE,10,20,600,250,0.9,2.7,,,,,0.84,1.14,0.84,0.92,,FALSE
260,3310045700,4,TRUE,10,20,2000,1800,24,44.4,,,,,,,,,-0.22,FALSE
261,3310045700,5,TRUE,10,20,100,350,4.44,,,,0,,,,,,,FALSE
262,3310045700,7,TRUE,10,20,2000,1800,103.2,,,,0,,,,,,,FALSE
263,3310045700,10,TRUE,10,20,3500,0,,0.84,,,1.3,,,,,,,FALSE
264,3310045700,11,TRUE,10,20,600,250,4.8,,,,0.88,,,,,,,FALSE
265,3310048000,1,FALSE,60,,500,0,,,,,0,,,,,,,FALSE
266,3310048000,2,TRUE,60,,2000,500,,,,,0,,,,,,,FALSE
267,3310048000,3,TRUE,10,20,600,250,0.9,2.7,,,,,0.94,1.14,0.94,0.99,,FALSE
268,3310048000,4,TRUE,10,20,2000,1800,24,50.4,,,,,,,,,-0.32,FALSE
269,3310048000,5,TRUE,10,20,100,350,4.44,,,,0,,,,,,,FALSE
270,3310048000,7,TRUE,10,20,2000,1800,105.6,,,,0,,,,,,,FALSE
271,3310048000,10,TRUE,10,20,3500,0,,0.84,,,1.3,,,,,,,FALSE
272,3310048700,1,FALSE,60,,500,0,,,,,0,,,,,,,FALSE
273,3310048700,2,TRUE,60,,2000,500,,,,,0,,,,,,,FALSE
274,3310048700,3,TRUE,10,20,600,250,0.9,2.7,,,,,0.94,1.14,0.94,0.99,,FALSE
275,3310048700,4,TRUE,10,20,2000,2000,21.6,43.2,,,,,,,,,-0.32,FALSE
276,3310048700,5,TRUE,10,20,100,350,4.26,,,,0,,,,,,,FALSE
277,3310048700,7,TRUE,10,20,2500,2000,123.72,,,,0,,,,,,,FALSE
278,3310048700,10,TRUE,10,20,2500,0,,0.6,,,1.3,,,,,,,FALSE
279,3310052000,1,FALSE,60,,500,0,,,,,0,,,,,,,FALSE
280,3310052000,2,TRUE,60,,2000,500,,,,,0,,,,,,,FALSE
281,3310052000,3,TRUE,10,20,600,250,1.8,3.6,,,,,0.95,1.15,0.95,1,,FALSE
282,3310052000,4,TRUE,10,20,2000,1800,54,126,,,,,,,,,-0.41,FALSE
283,3310052000,5,TRUE,10,20,100,350,5.88,,,,0,,,,,,,FALSE
284,3310052000,7,TRUE,10,20,2000,1800,153.6,,,,0,,,,,,,FALSE
285,3310052000,10,TRUE,10,20,3500,0,,0.84,,,1.3,,,,,,,FALSE
286,3310087000,1,FALSE,60,,500,0,,,,,0,,,,,,,FALSE
287,3310087000,2,TRUE,60,,2000,500,,,,,0,,,,,,,FALSE
288,3310087000,3,TRUE,10,20,600,250,1.8,3.6,,,,,0.95,1.15,0.95,1,,FALSE
289,3310087000,4,TRUE,10,20,2000,1800,52.8,127.2,,,,,,,,,-0.34,FALSE
290,3310087000,5,TRUE,10,20,100,350,4.8,,,,0,,,,,,,FALSE
291,3310087000,7,TRUE,10,20,2000,1800,128.4,,,,0,,,,,,,FALSE
292,3310087000,10,TRUE,10,20,3500,0,,0.84,,,1.3,,,,,,,FALSE
293,8200704200,1,FALSE,60,,500,0,,,,,1.7,2,,,,,,FALSE
294,8200704200,2,TRUE,60,,2000,500,,,,,1.7,2,,,,,,FALSE
295,8200704200,5,TRUE,10,20,120,250,3,,,,1.7,2,,,,,,FALSE
296,8200704200,6,TRUE,10,20,120,600,2.4,4.8,,,1.7,2,,,,,,FALSE
297,8200704200,7,TRUE,10,20,1500,1600,57.6,71.4,,,1.7,2,,,,,,FALSE
298,8200704200,8,TRUE,10,20,2500,500,101.4,113.4,,,1.7,2,,,,,,FALSE
299,8200704200,10,TRUE,10,20,2500,500,54,72,,,1.2,2,,,,,,FALSE
300,8200704200,11,TRUE,10,20,2500,500,40.2,46.8,,,1,2,,,,,,FALSE
301,8200704200,12,TRUE,10,20,2500,500,17.4,29.4,,,0.8,2,,,,,,FALSE
302,8200704200,13,TRUE,10,20,2500,0,0,0.72,,,0,2,,,,,,FALSE
303,9672605380,1,FALSE,60,,500,0,,,,,1.7,,,,,,,FALSE
304,9672605380,2,TRUE,60,,2000,500,,,,,1.7,,,,,,,FALSE
305,9672605380,5,TRUE,10,20,120,250,3,,,,1.7,,,,,,,FALSE
306,9672605380,6,TRUE,10,20,120,1000,2.4,4.8,,,1.7,,,,,,,FALSE
307,9672605380,7,TRUE,10,20,1500,1600,39.6,50.4,,,1.7,,,,,,,FALSE
308,9672605380,8,TRUE,10,20,2500,500,72,96,24,46.02,1.7,,,,,,,FALSE
309,9672605380,10,TRUE,10,20,2500,500,54,75,,,1.4,,,,,,,FALSE
310,9672605380,11,TRUE,10,20,2500,500,24,46.8,,,1.2,,,,,,,FALSE
311,9672605380,12,TRUE,10,20,2500,500,5.4,19.2,,,1,,,,,,,FALSE
312,9672605380,13,TRUE,10,20,2500,0,0,0.48,,,0,,,,,,,FALSE
313,9678171880,1,FALSE,60,,500,0,,,,,1.7,,,,,,,FALSE
314,9678171880,2,TRUE,60,,2000,500,,,,,1.7,,,,,,,FALSE
315,9678171880,5,TRUE,10,20,120,250,5.4,,,,1.7,,,,,,,FALSE
316,9678171880,6,TRUE,10,20,120,1000,4.8,8.4,,,1.7,,,,,,,FALSE
317,9678171880,7,TRUE,10,20,1500,1600,73.08,92.28,,,1.7,,,,,,,FALSE
318,9678171880,8,TRUE,10,20,2500,500,120,144,24,46.02,1.7,,,,,,,FALSE
319,9678171880,10,TRUE,10,20,2500,500,60,81,,,1.4,,,,,,,FALSE
320,9678171880,11,TRUE,10,20,2500,500,24,42,,,1.2,,,,,,,FALSE
321,9678171880,12,TRUE,10,20,2500,500,5.4,19.2,,,1,,,,,,,FALSE
322,9678171880,13,TRUE,10,20,2500,0,0,0.48,,,0,,,,,,,FALSE
323,11110106260000,1,FALSE,60,,500,0,,,,,0,,,,,,,FALSE
324,11110106260000,2,TRUE,60,,2000,500,,,,,0,,,,,,,FALSE
325,11110106260000,3,TRUE,10,20,600,250,1.8,3.6,,,,,0.95,1.15,0.95,1,,FALSE
326,11110106260000,4,TRUE,10,20,2000,1800,54,126,,,,,,,,,-0.41,FALSE
327,11110106260000,5,TRUE,10,20,200,350,12.36,,,,0,,,,,,,FALSE
328,11110106260000,7,TRUE,10,20,2000,1800,129.6,,,,0,,,,,,,FALSE
329,11110106260000,10,TRUE,10,20,3500,0,,0.84,,,1.3,,,,,,,FALSE
330,11110106820000,1,FALSE,60,,500,0,,,,,0,,,,,,,FALSE
331,11110106820000,2,TRUE,60,,2000,500,,,,,0,,,,,,,FALSE
332,11110106820000,3,TRUE,10,20,600,250,1.8,3.6,,,,,0.95,1.15,0.95,1,,FALSE
333,11110106820000,4,TRUE,10,20,2000,1800,36,108,,,,,,,,,-0.41,FALSE
334,11110106820000,5,TRUE,10,20,200,350,12.36,,,,0,,,,,,,FALSE
335,11110106820000,7,TRUE,10,20,2000,1800,129.6,,,,0,,,,,,,FALSE
336,11110106820000,10,TRUE,10,20,3500,0,,0.84,,,1.3,,,,,,,FALSE
337,11110107200000,1,FALSE,60,,500,0,,,,,0,,,,,,,FALSE
338,11110107200000,2,TRUE,60,,2000,500,,,,,0,,,,,,,FALSE
339,11110107200000,3,TRUE,10,20,600,250,0.9,2.7,,,,,0.88,1.08,0.88,0.93,,FALSE
340,11110107200000,4,TRUE,10,20,2000,1800,25.2,52.8,,,,,,,,,-0.34,FALSE
341,11110107200000,5,TRUE,10,20,100,350,3.96,,,,0,,,,,,,FALSE
342,11110107200000,7,TRUE,10,20,2000,1800,86.4,,,,0,,,,,,,FALSE
343,11110107200000,10,TRUE,10,20,3500,0,,0.84,,,1.3,,,,,,,FALSE
344,11110107300000,1,FALSE,60,,500,0,,,,,0,,,,,,,FALSE
345,11110107300000,2,TRUE,60,,2000,500,,,,,0,,,,,,,FALSE
346,11110107300000,3,TRUE,10,20,600,250,0.9,2.7,,,,,0.94,1.14,0.94,0.99,,FALSE
347,11110107300000,4,TRUE,10,20,2000,1800,21.6,52.8,,,,,,,,,-0.32,FALSE
348,11110107300000,5,TRUE,10,20,200,350,9.48,,,,0,,,,,,,FALSE
349,11110107300000,7,TRUE,10,20,2000,1800,102,,,,0,,,,,,,FALSE
350,11110107300000,10,TRUE,10,20,3500,0,,0.84,,,1.3,,,,,,,FALSE
351,0 445 010 002,1,FALSE,60,,500,0,,,,,,,,,,,,FALSE
352,0 445 010 002,2,FALSE,60,,2000,500,,,,,,,,,,,,FALSE
353,0 445 010 002,7,FALSE,10,20,1000,1350,22.8,34.8,,,,,,,,,,FALSE
354,0 445 010 003,1,FALSE,60,,500,0,,,,,,,,,,,,FALSE
355,0 445 010 003,2,FALSE,60,,2000,500,,,,,,,,,,,,FALSE
356,0 445 010 003,7,FALSE,10,20,1000,1350,17.4,28.8,,,,,,,,,,FALSE
357,0 445 010 004,1,FALSE,60,,500,0,,,,,,,,,,,,FALSE
358,0 445 010 004,2,FALSE,60,,2000,500,,,,,,,,,,,,FALSE
359,0 445 010 004,7,FALSE,10,20,1000,1350,25.8,31.2,,,,,,,,,,FALSE
360,0 445 010 006,1,FALSE,60,,500,0,,,,,,,,,,,,FALSE
361,0 445 010 006,2,FALSE,60,,2000,500,,,,,,,,,,,,FALSE
362,0 445 010 006,7,FALSE,10,20,1000,1350,22.8,34.8,,,,,,,,,,FALSE
363,0 445 010 007,1,FALSE,60,,500,0,,,,,,,,,,,,FALSE
364,0 445 010 007,2,FALSE,60,,2000,500,,,,,,,,,,,,FALSE
365,0 445 010 007,7,FALSE,10,20,1000,1350,17.4,28.8,,,,,,,,,,FALSE
366,0 445 010 008,1,FALSE,60,,500,0,,,,,,,,,,,,FALSE
367,0 445 010 008,2,FALSE,60,,2000,500,,,,,,,,,,,,FALSE
368,0 445 010 008,7,FALSE,10,20,1000,1350,25.8,31.2,,,,,,,,,,FALSE
369,0 445 010 009,1,FALSE,60,,500,0,,,,,,,,,,,,FALSE
370,0 445 010 009,2,FALSE,60,,2000,500,,,,,,,,,,,,FALSE
371,0 445 010 009,7,FALSE,10,20,1000,1350,28.8,34.2,,,,,,,,,,FALSE
372,0 445 010 010,1,FALSE,60,,500,0,,,,,0,,,,,,,FALSE
373,0 445 010 010,2,FALSE,60,,2000,500,,,,,0,,,,,,,FALSE
374,0 445 010 010,7,FALSE,10,20,1000,1350,27.6,33,,,0,,,,,,,FALSE
375,0 445 010 010,8,FALSE,10,20,1000,1350,17.1,22.92,,,0.4,,,,,,,FALSE
376,0 445 010 011,1,FALSE,60,,500,0,,,,,,,,,,,,FALSE
377,0 445 010 011,2,FALSE,60,,2000,500,,,,,,,,,,,,FALSE
378,0 445 010 011,7,FALSE,10,20,1000,1350,22.8,27,,,,,,,,,,FALSE
379,0 445 010 012,1,FALSE,60,,500,0,,,,,0.4,,,,,,,FALSE
380,0 445 010 012,2,TRUE,60,,2000,500,,,,,0.4,,,,,,,FALSE
381,0 445 010 012,7,TRUE,10,20,1000,1350,40.2,49.2,,,0.4,,,,,,,FALSE
382,0 445 010 012,8,TRUE,10,20,2000,1000,88.8,98.04,,,0.4,,,,,,,FALSE
383,0 445 010 012,10,TRUE,10,20,1000,0,0,2.04,,,1.6,,,,,,,FALSE
384,0 445 010 013,1,FALSE,60,,500,0,,,,,0,,,,,,,FALSE
385,0 445 010 013,2,FALSE,60,,2000,500,,,,,0,,,,,,,FALSE
386,0 445 010 013,7,FALSE,10,20,1000,1350,25.8,31.2,,,0,,,,,,,FALSE
387,0 445 010 013,8,FALSE,10,20,1000,1350,16.5,21.54,,,0.4,,,,,,,FALSE
388,0 445 010 014,1,FALSE,60,,500,0,,,,,,,,,,,,FALSE
389,0 445 010 014,2,FALSE,60,,2000,500,,,,,,,,,,,,FALSE
390,0 445 010 014,7,FALSE,10,20,1000,1350,36.6,44.4,,,,,,,,,,FALSE
391,0 445 010 015,1,FALSE,60,,500,0,,,,,,,,,,,,FALSE
392,0 445 010 015,2,FALSE,60,,2000,500,,,,,,,,,,,,FALSE
393,0 445 010 015,7,FALSE,10,20,1000,1350,25.8,31.2,,,,,,,,,,FALSE
