id,pump_code,test_name,vacuum,adjusting_time,measuring_time,motor_speed,target_pressure,min_direct_flow,max_direct_flow,min_back_flow,max_back_flow,regulator_current,pcv_current,calibration_min_i,calibration_max_i,calibration_i1,calibration_i2,calibration_i_offset,is_custom
3935,0 445 010 535,11,FALSE,10,20,3375,500,49.2,69,,,0.9,,,,,,,FALSE
3936,0 445 010 535,12,FALSE,10,20,3375,500,25.2,40.2,,,1.2,,,,,,,FALSE
3937,0 445 010 535,13,FALSE,10,20,3375,500,2.4,15,,,1.5,,,,,,,FALSE
3938,0 445 010 535,14,FALSE,10,20,1000,0,0,0.6,,,1.7,,,,,,,FALSE
3939,0 445 010 536,1,FALSE,60,,500,0,,,,,1.7,,,,,,,FALSE
3940,0 445 010 536,2,TRUE,60,,2000,500,,,,,1.7,,,,,,,FALSE
3941,0 445 010 536,5,TRUE,10,20,200,200,1.8,5.4,,,1.7,,,,,,,FALSE
3942,0 445 010 536,7,TRUE,10,20,1000,1600,12,21,30,60,1.7,,,,,,,FALSE
3943,0 445 010 536,10,TRUE,10,20,3375,500,49.8,66.6,,,1.7,,,,,,,FALSE
3944,0 445 010 536,11,TRUE,10,20,3375,500,38.4,55.8,,,1.3,,,,,,,FALSE
3945,0 445 010 536,12,TRUE,10,20,3375,500,11.4,25.2,,,0.9,,,,,,,FALSE
3946,0 445 010 536,13,TRUE,10,20,3375,500,0.48,9,,,0.7,,,,,,,FALSE
3947,0 445 010 536,14,TRUE,10,20,1000,0,0,0.6,,,0.2,,,,,,,FALSE
3948,0 445 010 537,1,FALSE,60,,500,0,,,,,0.4,,,,,,,FALSE
3949,0 445 010 537,2,FALSE,60,,2000,500,,,,,0.4,,,,,,,FALSE
3950,0 445 010 537,5,FALSE,10,20,200,200,3,6,,,0.4,,,,,,,FALSE
3951,0 445 010 537,7,FALSE,10,20,1000,2000,14.4,24,69.96,190.02,0.4,,,,,,,FALSE
3952,0 445 010 537,10,FALSE,10,20,3375,500,61.8,78.6,,,0.4,,,,,,,FALSE
3953,0 445 010 537,11,FALSE,10,20,3375,500,49.2,70.2,,,0.9,,,,,,,FALSE
3954,0 445 010 537,12,FALSE,10,20,3375,500,26.4,42,,,1.2,,,,,,,FALSE
3955,0 445 010 537,13,FALSE,10,20,3375,500,6.6,19.2,,,1.5,,,,,,,FALSE
3956,0 445 010 537,14,FALSE,10,20,1000,0,0,0.6,,,1.7,,,,,,,FALSE
3957,0 445 010 538,1,FALSE,60,,500,0,,,,,0.4,,,,,,,FALSE
3958,0 445 010 538,2,FALSE,60,,2000,500,,,,,0.4,,,,,,,FALSE
3959,0 445 010 538,5,FALSE,10,20,200,200,3,6,,,0.4,,,,,,,FALSE
3960,0 445 010 538,7,FALSE,10,20,1000,2000,14.4,24,69.96,190.02,0.4,,,,,,,FALSE
3961,0 445 010 538,10,FALSE,10,20,3375,500,61.8,78.6,,,0.4,,,,,,,FALSE
3962,0 445 010 538,11,FALSE,10,20,3375,500,49.2,70.2,,,0.9,,,,,,,FALSE
3963,0 445 010 538,12,FALSE,10,20,3375,500,26.4,42,,,1.2,,,,,,,FALSE
3964,0 445 010 538,13,FALSE,10,20,3375,500,6.6,19.2,,,1.5,,,,,,,FALSE
3965,0 445 010 538,14,FALSE,10,20,1000,0,0,0.6,,,1.7,,,,,,,FALSE
3966,0 445 010 539,1,FALSE,60,,500,0,,,,,1.7,,,,,,,FALSE
3967,0 445 010 539,2,TRUE,60,,2000,500,,,,,1.7,,,,,,,FALSE
3968,0 445 010 539,5,TRUE,10,20,200,200,2.4,4.8,,,1.7,,,,,,,FALSE
3969,0 445 010 539,7,TRUE,10,20,1000,1600,12,21,30,60,1.7,,,,,,,FALSE
3970,0 445 010 539,10,TRUE,10,20,3375,500,49.8,66.6,,,1.7,,,,,,,FALSE
3971,0 445 010 539,11,TRUE,10,20,3375,500,38.4,55.8,,,1.3,,,,,,,FALSE
3972,0 445 010 539,12,TRUE,10,20,3375,500,11.4,25.2,,,0.9,,,,,,,FALSE
3973,0 445 010 539,13,TRUE,10,20,3375,500,0.48,9,,,0.7,,,,,,,FALSE
3974,0 445 010 539,14,TRUE,10,20,1000,0,0,0.6,,,0.2,,,,,,,FALSE
3975,0 445 010 540,1,FALSE,60,,500,0,,,,,0.4,,,,,,,FALSE
3976,0 445 010 540,2,FALSE,60,,2000,500,,,,,0.4,,,,,,,FALSE
3977,0 445 010 540,5,FALSE,10,20,200,200,3,4.8,,,0.4,,,,,,,FALSE
3978,0 445 010 540,7,FALSE,10,20,1000,2000,14.4,24.6,69.96,190.02,0.4,,,,,,,FALSE
3979,0 445 010 540,10,FALSE,10,20,3375,500,60,81,,,0.4,,,,,,,FALSE
3980,0 445 010 540,11,FALSE,10,20,3375,500,46.2,64.2,,,0.9,,,,,,,FALSE
3981,0 445 010 540,12,FALSE,10,20,3375,500,24,39.6,,,1.2,,,,,,,FALSE
3982,0 445 010 540,13,FALSE,10,20,3375,500,5.4,18,,,1.5,,,,,,,FALSE
3983,0 445 010 540,14,FALSE,10,20,1000,0,0,0.6,,,1.7,,,,,,,FALSE
3984,0 445 010 541,1,FALSE,60,,500,0,,,,,0.4,,,,,,,FALSE
3985,0 445 010 541,2,FALSE,60,,2000,500,,,,,0.4,,,,,,,FALSE
3986,0 445 010 541,5,FALSE,10,20,200,200,2.4,5.4,,,0.4,,,,,,,FALSE
3987,0 445 010 541,7,FALSE,10,20,1000,1800,14.4,22.2,69.96,190.02,0.4,,,,,,,FALSE
3988,0 445 010 541,10,FALSE,10,20,3375,500,58.8,76.2,,,0.4,,,,,,,FALSE
3989,0 445 010 541,11,FALSE,10,20,3375,500,42.6,61.8,,,0.9,,,,,,,FALSE
3990,0 445 010 541,12,FALSE,10,20,3375,500,22.8,38.4,,,1.2,,,,,,,FALSE
3991,0 445 010 541,13,FALSE,10,20,3375,500,3.6,16.2,,,1.5,,,,,,,FALSE
3992,0 445 010 541,14,FALSE,10,20,1000,0,0,0.6,,,1.7,,,,,,,FALSE
3993,0 445 010 542,1,FALSE,60,,500,0,,,,,0.4,,,,,,,FALSE
3994,0 445 010 542,2,FALSE,60,,2000,500,,,,,0.4,,,,,,,FALSE
3995,0 445 010 542,5,FALSE,10,20,200,200,2.4,5.4,,,0.4,,,,,,,FALSE
3996,0 445 010 542,7,FALSE,10,20,1000,1800,14.4,22.2,69.96,190.02,0.4,,,,,,,FALSE
3997,0 445 010 542,10,FALSE,10,20,3375,500,58.8,76.2,,,0.4,,,,,,,FALSE
3998,0 445 010 542,11,FALSE,10,20,3375,500,42.6,61.8,,,0.9,,,,,,,FALSE
3999,0 445 010 542,12,FALSE,10,20,3375,500,22.8,38.4,,,1.2,,,,,,,FALSE
4000,0 445 010 542,13,FALSE,10,20,3375,500,3.6,16.2,,,1.5,,,,,,,FALSE
4001,0 445 010 542,14,FALSE,10,20,1000,0,0,0.6,,,1.7,,,,,,,FALSE
4002,0 445 010 543,1,FALSE,60,,500,0,,,,,0.4,,,,,,,FALSE
4003,0 445 010 543,2,FALSE,60,,2000,500,,,,,0.4,,,,,,,FALSE
4004,0 445 010 543,5,FALSE,10,20,200,200,2.4,5.4,,,0.4,,,,,,,FALSE
4005,0 445 010 543,7,FALSE,10,20,1000,1800,13.8,21,69.96,190.02,0.4,,,,,,,FALSE
4006,0 445 010 543,10,FALSE,10,20,3375,500,58.2,75.6,,,0.4,,,,,,,FALSE
4007,0 445 010 543,11,FALSE,10,20,3375,500,41.4,61.2,,,0.9,,,,,,,FALSE
4008,0 445 010 543,12,FALSE,10,20,3375,500,22.8,37.2,,,1.2,,,,,,,FALSE
4009,0 445 010 543,13,FALSE,10,20,3375,500,3.6,16.2,,,1.5,,,,,,,FALSE
4010,0 445 010 543,14,FALSE,10,20,1000,0,0,0.6,,,1.7,,,,,,,FALSE
4011,0 445 010 544,1,FALSE,60,,500,0,,,,,0.4,,,,,,,FALSE
4012,0 445 010 544,2,FALSE,60,,2000,500,,,,,0.4,,,,,,,FALSE
4013,0 445 010 544,5,FALSE,10,20,200,200,3.6,5.4,,,0.4,,,,,,,FALSE
4014,0 445 010 544,7,FALSE,10,20,1000,1800,16.2,25.8,69.96,190.02,0.4,,,,,,,FALSE
4015,0 445 010 544,10,FALSE,10,20,3375,500,68.4,85.8,,,0.4,,,,,,,FALSE
4016,0 445 010 544,11,FALSE,10,20,3375,500,45.6,64.8,,,0.9,,,,,,,FALSE
4017,0 445 010 544,12,FALSE,10,20,3375,500,24,39,,,1.2,,,,,,,FALSE
4018,0 445 010 544,13,FALSE,10,20,3375,500,3,15.6,,,1.5,,,,,,,FALSE
4019,0 445 010 544,14,FALSE,10,20,1000,0,0,0.6,,,1.7,,,,,,,FALSE
4020,0 445 010 545,1,FALSE,60,,500,0,,,,,0.4,,,,,,,FALSE
4021,0 445 010 545,2,FALSE,60,,2000,500,,,,,0.4,,,,,,,FALSE
4022,0 445 010 545,5,FALSE,10,20,200,200,3.6,7.2,,,0.4,,,,,,,FALSE
4023,0 445 010 545,7,FALSE,10,20,1000,1800,18.6,30,69.96,190.02,0.4,,,,,,,FALSE
4024,0 445 010 545,10,FALSE,10,20,3375,500,80.4,96,,,0.4,,,,,,,FALSE
4025,0 445 010 545,11,FALSE,10,20,3375,500,58.2,81,,,0.9,,,,,,,FALSE
4026,0 445 010 545,12,FALSE,10,20,3375,500,30.6,50.4,,,1.2,,,,,,,FALSE
4027,0 445 010 545,13,FALSE,10,20,3375,500,5.4,17.4,,,1.5,,,,,,,FALSE
4028,0 445 010 545,14,FALSE,10,20,1000,0,0,0.6,,,1.7,,,,,,,FALSE
4029,0 445 010 546,1,FALSE,60,,500,0,,,,,0.4,,,,,,,FALSE
4030,0 445 010 546,2,FALSE,60,,2000,500,,,,,0.4,,,,,,,FALSE
4031,0 445 010 546,5,FALSE,10,20,200,200,2.4,5.4,,,0.4,,,,,,,FALSE
4032,0 445 010 546,7,FALSE,10,20,1000,1800,13.8,21,69.96,190.02,0.4,,,,,,,FALSE
4033,0 445 010 546,10,FALSE,10,20,3375,500,58.2,75.6,,,0.4,,,,,,,FALSE
4034,0 445 010 546,11,FALSE,10,20,3375,500,41.4,61.2,,,0.9,,,,,,,FALSE
4035,0 445 010 546,12,FALSE,10,20,3375,500,22.8,37.2,,,1.2,,,,,,,FALSE
4036,0 445 010 546,13,FALSE,10,20,3375,500,3.6,16.2,,,1.5,,,,,,,FALSE
4037,0 445 010 546,14,FALSE,10,20,1000,0,0,0.6,,,1.7,,,,,,,FALSE
4038,0 445 010 547,1,FALSE,60,,500,0,,,,,0.4,,,,,,,FALSE
4039,0 445 010 547,2,FALSE,60,,2000,500,,,,,0.4,,,,,,,FALSE
4040,0 445 010 547,5,FALSE,10,20,200,200,2.4,5.4,,,0.4,,,,,,,FALSE
4041,0 445 010 547,7,FALSE,10,20,1000,2000,13.2,21,69.96,190.02,0.4,,,,,,,FALSE
4042,0 445 010 547,10,FALSE,10,20,3375,500,58.8,77.4,,,0.4,,,,,,,FALSE
4043,0 445 010 547,11,FALSE,10,20,3375,500,42.6,62.4,,,0.9,,,,,,,FALSE
4044,0 445 010 547,12,FALSE,10,20,3375,500,23.4,39,,,1.2,,,,,,,FALSE
4045,0 445 010 547,13,FALSE,10,20,3375,500,3.6,16.2,,,1.5,,,,,,,FALSE
4046,0 445 010 547,14,FALSE,10,20,1000,0,0,0.6,,,1.7,,,,,,,FALSE
4047,0 445 010 548,1,FALSE,60,,500,0,,,,,1.7,,,,,,,FALSE
4048,0 445 010 548,2,TRUE,60,,2000,500,,,,,1.7,,,,,,,FALSE
4049,0 445 010 548,5,TRUE,10,20,200,200,2.4,4.8,,,1.7,,,,,,,FALSE
4050,0 445 010 548,7,TRUE,10,20,1000,1600,12,21,30,60,1.7,,,,,,,FALSE
4051,0 445 010 548,10,TRUE,10,20,3375,500,49.8,66.6,,,1.7,,,,,,,FALSE
4052,0 445 010 548,11,TRUE,10,20,3375,500,38.4,55.8,,,1.3,,,,,,,FALSE
4053,0 445 010 548,12,TRUE,10,20,3375,500,11.4,25.2,,,0.9,,,,,,,FALSE
4054,0 445 010 548,13,TRUE,10,20,3375,500,0.48,9,,,0.7,,,,,,,FALSE
4055,0 445 010 548,14,TRUE,10,20,1000,0,0,0.6,,,0.2,,,,,,,FALSE
4056,0 445 010 549,1,FALSE,60,,500,0,,,,,1.7,,,,,,,FALSE
4057,0 445 010 549,2,TRUE,60,,2000,500,,,,,1.7,,,,,,,FALSE
4058,0 445 010 549,5,TRUE,10,20,200,200,2.4,4.8,,,1.7,,,,,,,FALSE
4059,0 445 010 549,7,TRUE,10,20,1000,1600,12,21,30,60,1.7,,,,,,,FALSE
4060,0 445 010 549,10,TRUE,10,20,3375,500,49.8,66.6,,,1.7,,,,,,,FALSE
4061,0 445 010 549,11,TRUE,10,20,3375,500,38.4,55.8,,,1.3,,,,,,,FALSE
4062,0 445 010 549,12,TRUE,10,20,3375,500,11.4,25.2,,,0.9,,,,,,,FALSE
4063,0 445 010 549,13,TRUE,10,20,3375,500,0.48,9,,,0.7,,,,,,,FALSE
4064,0 445 010 549,14,TRUE,10,20,1000,0,0,0.6,,,0.2,,,,,,,FALSE
4065,0 445 010 550,1,FALSE,60,,500,0,,,,,0.4,,,,,,,FALSE
4066,0 445 010 550,2,FALSE,60,,2000,500,,,,,0.4,,,,,,,FALSE
4067,0 445 010 550,5,FALSE,10,20,200,200,3,6,,,0.4,,,,,,,FALSE
4068,0 445 010 550,7,FALSE,10,20,1000,2000,15.6,25.2,69.96,190.02,0.4,,,,,,,FALSE
4069,0 445 010 550,10,FALSE,10,20,3375,500,68.4,87,,,0.4,,,,,,,FALSE
4070,0 445 010 550,11,FALSE,10,20,3375,500,45.6,65.4,,,0.9,,,,,,,FALSE
4071,0 445 010 550,12,FALSE,10,20,3375,500,25.8,41.4,,,1.2,,,,,,,FALSE
4072,0 445 010 550,13,FALSE,10,20,3375,500,6.6,20.4,,,1.5,,,,,,,FALSE
4073,0 445 010 550,14,FALSE,10,20,1000,0,0,0.6,,,1.7,,,,,,,FALSE
4074,0 445 010 551,1,FALSE,60,,500,0,,,,,0.4,,,,,,,FALSE
4075,0 445 010 551,2,FALSE,60,,2000,500,,,,,0.4,,,,,,,FALSE
4076,0 445 010 551,5,FALSE,10,20,200,200,3.6,5.4,,,0.4,,,,,,,FALSE
4077,0 445 010 551,7,FALSE,10,20,1000,1800,16.2,25.8,69.96,190.02,0.4,,,,,,,FALSE
4078,0 445 010 551,10,FALSE,10,20,3375,500,68.4,85.8,,,0.4,,,,,,,FALSE
4079,0 445 010 551,11,FALSE,10,20,3375,500,45.6,64.8,,,0.9,,,,,,,FALSE
4080,0 445 010 551,12,FALSE,10,20,3375,500,24,39,,,1.2,,,,,,,FALSE
4081,0 445 010 551,13,FALSE,10,20,3375,500,3,15.6,,,1.5,,,,,,,FALSE
4082,0 445 010 551,14,FALSE,10,20,1000,0,0,0.6,,,1.7,,,,,,,FALSE
4083,0 445 010 552,1,FALSE,60,,500,0,,,,,1.7,,,,,,,FALSE
4084,0 445 010 552,2,TRUE,60,,2000,500,,,,,1.7,,,,,,,FALSE
4085,0 445 010 552,5,TRUE,10,20,200,200,1.8,4.2,,,1.7,,,,,,,FALSE
4086,0 445 010 552,7,TRUE,10,20,3375,1600,45.6,55.2,30,60,1.7,,,,,,,FALSE
4087,0 445 010 552,10,TRUE,10,20,3375,500,45,61.2,,,1.7,,,,,,,FALSE
4088,0 445 010 552,11,TRUE,10,20,3375,500,34.8,50.4,,,1.3,,,,,,,FALSE
4089,0 445 010 552,12,TRUE,10,20,3375,500,10.8,23.4,,,0.9,,,,,,,FALSE
4090,0 445 010 552,13,TRUE,10,20,3375,500,0.6,10.2,,,0.7,,,,,,,FALSE
4091,0 445 010 552,14,TRUE,10,20,1000,0,0,0.6,,,0.2,,,,,,,FALSE
4092,0 445 010 553,1,FALSE,60,,500,0,,,,,0.4,,,,,,,FALSE
4093,0 445 010 553,2,FALSE,60,,2000,500,,,,,0.4,,,,,,,FALSE
4094,0 445 010 553,5,FALSE,10,20,200,200,3.6,5.4,,,0.4,,,,,,,FALSE
4095,0 445 010 553,7,FALSE,10,20,1000,1800,16.2,25.8,69.96,190.02,0.4,,,,,,,FALSE
4096,0 445 010 553,10,FALSE,10,20,3375,500,68.4,85.8,,,0.4,,,,,,,FALSE
4097,0 445 010 553,11,FALSE,10,20,3375,500,45.6,64.8,,,0.9,,,,,,,FALSE
4098,0 445 010 553,12,FALSE,10,20,3375,500,24,39,,,1.2,,,,,,,FALSE
4099,0 445 010 553,13,FALSE,10,20,3375,500,3,15.6,,,1.5,,,,,,,FALSE
4100,0 445 010 553,14,FALSE,10,20,1000,0,0,0.6,,,1.7,,,,,,,FALSE
4101,0 445 010 554,1,FALSE,60,,500,0,,,,,0.4,,,,,,,FALSE
4102,0 445 010 554,2,FALSE,60,,2000,500,,,,,0.4,,,,,,,FALSE
4103,0 445 010 554,5,FALSE,10,20,200,200,1.8,4.8,,,0.4,,,,,,,FALSE
4104,0 445 010 554,7,FALSE,10,20,1000,1600,12.6,21,69.96,190.02,0.4,,,,,,,FALSE
4105,0 445 010 554,10,FALSE,10,20,3375,500,52.2,69.6,,,0.4,,,,,,,FALSE
4106,0 445 010 554,11,FALSE,10,20,3375,500,42,60.6,,,0.9,,,,,,,FALSE
4107,0 445 010 554,12,FALSE,10,20,3375,500,22.8,37.8,,,1.2,,,,,,,FALSE
4108,0 445 010 554,13,FALSE,10,20,3375,500,4.8,17.4,,,1.5,,,,,,,FALSE
4109,0 445 010 554,14,FALSE,10,20,1000,0,0,0.6,,,1.7,,,,,,,FALSE
4110,0 445 010 555,1,FALSE,60,,500,0,,,,,0.4,,,,,,,FALSE
4111,0 445 010 555,2,FALSE,60,,2000,500,,,,,0.4,,,,,,,FALSE
4112,0 445 010 555,5,FALSE,10,20,200,200,2.4,5.4,,,0.4,,,,,,,FALSE
4113,0 445 010 555,7,FALSE,10,20,1000,1800,13.8,21,69.96,190.02,0.4,,,,,,,FALSE
4114,0 445 010 555,10,FALSE,10,20,3375,500,58.2,75.6,,,0.4,,,,,,,FALSE
4115,0 445 010 555,11,FALSE,10,20,3375,500,41.4,61.2,,,0.9,,,,,,,FALSE
4116,0 445 010 555,12,FALSE,10,20,3375,500,22.8,37.2,,,1.2,,,,,,,FALSE
4117,0 445 010 555,13,FALSE,10,20,3375,500,3.6,16.2,,,1.5,,,,,,,FALSE
4118,0 445 010 555,14,FALSE,10,20,1000,0,0,0.6,,,1.7,,,,,,,FALSE
4119,0 445 010 556,1,FALSE,60,,500,0,,,,,0.4,,,,,,,FALSE
4120,0 445 010 556,2,FALSE,60,,2000,500,,,,,0.4,,,,,,,FALSE
4121,0 445 010 556,5,FALSE,10,20,200,200,3,6,,,0.4,,,,,,,FALSE
4122,0 445 010 556,7,FALSE,10,20,1000,1800,15.6,25.8,69.96,190.02,0.4,,,,,,,FALSE
4123,0 445 010 556,10,FALSE,10,20,3375,500,67.2,88.8,,,0.4,,,,,,,FALSE
4124,0 445 010 556,11,FALSE,10,20,3375,500,44.4,66,,,0.9,,,,,,,FALSE
4125,0 445 010 556,12,FALSE,10,20,3375,500,25.8,40.2,,,1.2,,,,,,,FALSE
4126,0 445 010 556,13,FALSE,10,20,3375,500,5.4,19.2,,,1.5,,,,,,,FALSE
4127,0 445 010 556,14,FALSE,10,20,1000,0,0,0.6,,,1.7,,,,,,,FALSE
4128,0 445 010 557,1,FALSE,60,,500,0,,,,,0.4,,,,,,,FALSE
4129,0 445 010 557,2,FALSE,60,,2000,500,,,,,0.4,,,,,,,FALSE
4130,0 445 010 557,5,FALSE,10,20,200,200,3,6,,,0.4,,,,,,,FALSE
4131,0 445 010 557,7,FALSE,10,20,1000,1800,16.2,25.8,69.96,190.02,0.4,,,,,,,FALSE
4132,0 445 010 557,10,FALSE,10,20,3375,500,67.8,87,,,0.4,,,,,,,FALSE
4133,0 445 010 557,11,FALSE,10,20,3375,500,45.6,64.8,,,0.9,,,,,,,FALSE
4134,0 445 010 557,12,FALSE,10,20,3375,500,24,39,,,1.2,,,,,,,FALSE
4135,0 445 010 557,13,FALSE,10,20,3375,500,3,15,,,1.5,,,,,,,FALSE
4136,0 445 010 557,14,FALSE,10,20,1000,0,0,0.6,,,1.7,,,,,,,FALSE
4137,0 445 010 558,1,FALSE,60,,500,0,,,,,0.4,,,,,,,FALSE
4138,0 445 010 558,2,FALSE,60,,2000,500,,,,,0.4,,,,,,,FALSE
4139,0 445 010 558,5,FALSE,10,20,200,200,2.4,5.4,,,0.4,,,,,,,FALSE
4140,0 445 010 558,7,FALSE,10,20,1000,1800,13.8,21,69.96,190.02,0.4,,,,,,,FALSE
4141,0 445 010 558,10,FALSE,10,20,3375,500,58.2,75.6,,,0.4,,,,,,,FALSE
4142,0 445 010 558,11,FALSE,10,20,3375,500,41.4,61.2,,,0.9,,,,,,,FALSE
4143,0 445 010 558,12,FALSE,10,20,3375,500,22.8,37.2,,,1.2,,,,,,,FALSE
4144,0 445 010 558,13,FALSE,10,20,3375,500,3.6,16.2,,,1.5,,,,,,,FALSE
4145,0 445 010 558,14,FALSE,10,20,1000,0,0,0.6,,,1.7,,,,,,,FALSE
4146,0 445 010 559,1,FALSE,60,,500,0,,,,,0.4,,,,,,,FALSE
4147,0 445 010 559,2,FALSE,60,,2000,500,,,,,0.4,,,,,,,FALSE
4148,0 445 010 559,5,FALSE,10,20,200,200,3.6,7.2,,,0.4,,,,,,,FALSE
4149,0 445 010 559,7,FALSE,10,20,1000,1800,18.6,30,69.96,190.02,0.4,,,,,,,FALSE
4150,0 445 010 559,10,FALSE,10,20,3375,500,80.4,96,,,0.4,,,,,,,FALSE
4151,0 445 010 559,11,FALSE,10,20,3375,500,58.2,81,,,0.9,,,,,,,FALSE
4152,0 445 010 559,12,FALSE,10,20,3375,500,30.6,50.4,,,1.2,,,,,,,FALSE
4153,0 445 010 559,13,FALSE,10,20,3375,500,5.4,17.4,,,1.5,,,,,,,FALSE
4154,0 445 010 559,14,FALSE,10,20,1000,0,0,0.6,,,1.7,,,,,,,FALSE
4155,0 445 010 560,1,FALSE,60,,500,0,,,,,0.4,,,,,,,FALSE
4156,0 445 010 560,2,FALSE,60,,2000,500,,,,,0.4,,,,,,,FALSE
4157,0 445 010 560,5,FALSE,10,20,200,200,3.6,5.4,,,0.4,,,,,,,FALSE
4158,0 445 010 560,7,FALSE,10,20,1000,1800,16.2,25.8,69.96,190.02,0.4,,,,,,,FALSE
4159,0 445 010 560,10,FALSE,10,20,3375,500,68.4,85.8,,,0.4,,,,,,,FALSE
4160,0 445 010 560,11,FALSE,10,20,3375,500,45.6,64.8,,,0.9,,,,,,,FALSE
4161,0 445 010 560,12,FALSE,10,20,3375,500,24,39,,,1.2,,,,,,,FALSE
4162,0 445 010 560,13,FALSE,10,20,3375,500,3,15.6,,,1.5,,,,,,,FALSE
4163,0 445 010 560,14,FALSE,10,20,1000,0,0,0.6,,,1.7,,,,,,,FALSE
4164,0 445 010 561,1,FALSE,60,,500,0,,,,,0.4,,,,,,,FALSE
4165,0 445 010 561,2,FALSE,60,,2000,500,,,,,0.4,,,,,,,FALSE
4166,0 445 010 561,5,FALSE,10,20,200,200,3,6,,,0.4,,,,,,,FALSE
4167,0 445 010 561,7,FALSE,10,20,1000,2000,16.2,25.8,69.96,190.02,0.4,,,,,,,FALSE
4168,0 445 010 561,10,FALSE,10,20,3375,500,67.8,86.4,,,0.4,,,,,,,FALSE
4169,0 445 010 561,11,FALSE,10,20,3375,500,45,64.8,,,0.9,,,,,,,FALSE
4170,0 445 010 561,12,FALSE,10,20,3375,500,25.2,40.8,,,1.2,,,,,,,FALSE
4171,0 445 010 561,13,FALSE,10,20,3375,500,6.6,19.2,,,1.5,,,,,,,FALSE
4172,0 445 010 561,14,FALSE,10,20,1000,0,0,0.6,,,1.7,,,,,,,FALSE
4173,0 445 010 562,1,FALSE,60,,500,0,,,,,0.4,,,,,,,FALSE
4174,0 445 010 562,2,FALSE,60,,2000,500,,,,,0.4,,,,,,,FALSE
4175,0 445 010 562,5,FALSE,10,20,200,200,3.6,5.4,,,0.4,,,,,,,FALSE
4176,0 445 010 562,7,FALSE,10,20,1000,1800,16.8,27,69.96,190.02,0.4,,,,,,,FALSE
4177,0 445 010 562,10,FALSE,10,20,3375,500,69.6,87.6,,,0.4,,,,,,,FALSE
4178,0 445 010 562,11,FALSE,10,20,3375,500,49.2,69,,,0.9,,,,,,,FALSE
4179,0 445 010 562,12,FALSE,10,20,3375,500,25.2,40.2,,,1.2,,,,,,,FALSE
4180,0 445 010 562,13,FALSE,10,20,3375,500,2.4,15,,,1.5,,,,,,,FALSE
4181,0 445 010 562,14,FALSE,10,20,1000,0,0,0.6,,,1.7,,,,,,,FALSE
4182,0 445 010 563,1,FALSE,60,,500,0,,,,,0.4,,,,,,,FALSE
4183,0 445 010 563,2,FALSE,60,,2000,500,,,,,0.4,,,,,,,FALSE
4184,0 445 010 563,5,FALSE,10,20,200,200,1.8,4.2,,,0.4,,,,,,,FALSE
4185,0 445 010 563,7,FALSE,10,20,1000,1600,10.8,19.2,69.96,190.02,0.4,,,,,,,FALSE
4186,0 445 010 563,10,FALSE,10,20,3375,500,47.4,64.2,,,0.4,,,,,,,FALSE
4187,0 445 010 563,11,FALSE,10,20,3375,500,35.4,53.4,,,0.9,,,,,,,FALSE
4188,0 445 010 563,12,FALSE,10,20,3375,500,10.2,23.4,,,1.2,,,,,,,FALSE
4189,0 445 010 563,13,FALSE,10,20,3375,500,1.8,9.6,,,1.5,,,,,,,FALSE
4190,0 445 010 563,14,FALSE,10,20,1000,0,0,0.6,,,1.7,,,,,,,FALSE
4191,0 445 010 564,1,FALSE,60,,500,0,,,,,1.7,,,,,,,FALSE
4192,0 445 010 564,2,TRUE,60,,2000,500,,,,,1.7,,,,,,,FALSE
4193,0 445 010 564,5,TRUE,10,20,200,200,1.8,4.2,,,1.7,,,,,,,FALSE
4194,0 445 010 564,7,TRUE,10,20,1000,1600,9.6,19.2,30,60,1.7,,,,,,,FALSE
4195,0 445 010 564,10,TRUE,10,20,3375,500,45,61.2,,,1.7,,,,,,,FALSE
4196,0 445 010 564,11,TRUE,10,20,3375,500,34.8,50.4,,,1.3,,,,,,,FALSE
4197,0 445 010 564,12,TRUE,10,20,3375,500,10.8,23.4,,,0.9,,,,,,,FALSE
4198,0 445 010 564,13,TRUE,10,20,3375,500,0.6,10.2,,,0.7,,,,,,,FALSE
4199,0 445 010 564,14,TRUE,10,20,1000,0,0,0.6,,,0.2,,,,,,,FALSE
4200,0 445 010 565,1,FALSE,60,,500,0,,,,,0.4,,,,,,,FALSE
4201,0 445 010 565,2,FALSE,60,,2000,500,,,,,0.4,,,,,,,FALSE
4202,0 445 010 565,5,FALSE,10,20,200,200,3.6,5.4,,,0.4,,,,,,,FALSE
4203,0 445 010 565,7,FALSE,10,20,1000,1800,16.2,25.8,69.96,190.02,0.4,,,,,,,FALSE
4204,0 445 010 565,10,FALSE,10,20,3375,500,68.4,85.8,,,0.4,,,,,,,FALSE
4205,0 445 010 565,11,FALSE,10,20,3375,500,45.6,64.8,,,0.9,,,,,,,FALSE
4206,0 445 010 565,12,FALSE,10,20,3375,500,24,39,,,1.2,,,,,,,FALSE
4207,0 445 010 565,13,FALSE,10,20,3375,500,3,15.6,,,1.5,,,,,,,FALSE
4208,0 445 010 565,14,FALSE,10,20,1000,0,0,0.6,,,1.7,,,,,,,FALSE
4209,0 445 010 566,1,FALSE,60,,500,0,,,,,0.4,,,,,,,FALSE
4210,0 445 010 566,2,FALSE,60,,2000,500,,,,,0.4,,,,,,,FALSE
